,Iteration,Classifier,AUC,Precision,Recall
742,185,RF,0.7523809523809524,0.84375,0.7714285714285715
743,185,Dummy,0.46825396825396826,0.7027027027027027,0.7428571428571429
744,186,SVC_rec,0.6619047619047619,0.6470588235294118,0.9428571428571428
745,186,SVC_prec,0.7126984126984127,0.7777777777777778,0.6
746,186,RF,0.7015873015873015,0.8333333333333334,0.8571428571428571
747,186,Dummy,0.5373015873015873,0.7222222222222222,0.7428571428571429
748,187,SVC_rec,0.8285714285714286,0.6470588235294118,0.9428571428571428
749,187,SVC_prec,0.9365079365079365,1.0,0.8285714285714286
750,187,RF,0.888888888888889,0.90625,0.8285714285714286
751,187,Dummy,0.35317460317460314,0.6842105263157895,0.7428571428571429
752,188,SVC_rec,0.7571428571428571,0.6470588235294118,0.9428571428571428
753,188,SVC_prec,0.7936507936507937,0.875,0.8
754,188,RF,0.765079365079365,0.8157894736842105,0.8857142857142857
755,188,Dummy,0.5380952380952382,0.6,0.6
756,189,SVC_rec,0.8555555555555556,0.7,1.0
757,189,SVC_prec,0.8682539682539683,0.9,0.7714285714285715
758,189,RF,0.8603174603174603,0.8333333333333334,0.8571428571428571
759,189,Dummy,0.6071428571428572,0.6764705882352942,0.6571428571428571
760,190,SVC_rec,0.8126984126984127,0.6666666666666666,0.9714285714285714
761,190,SVC_prec,0.9174603174603175,1.0,0.6857142857142857
762,190,RF,0.9031746031746032,0.8529411764705882,0.8285714285714286
763,190,Dummy,0.48174603174603176,0.6153846153846154,0.6857142857142857
764,191,SVC_rec,0.8206349206349207,0.6666666666666666,0.9714285714285714
765,191,SVC_prec,0.8984126984126984,0.9583333333333334,0.6571428571428571
766,191,RF,0.8809523809523809,0.875,0.8
767,191,Dummy,0.369047619047619,0.7058823529411765,0.6857142857142857
768,192,SVC_rec,0.7285714285714286,0.66,0.9428571428571428
769,192,SVC_prec,0.8444444444444444,0.9285714285714286,0.7428571428571429
770,192,RF,0.8063492063492064,0.7878787878787878,0.7428571428571429
771,192,Dummy,0.5365079365079365,0.6666666666666666,0.7428571428571429
772,193,SVC_rec,0.846031746031746,0.6666666666666666,0.9714285714285714
773,193,SVC_prec,0.892063492063492,0.9629629629629629,0.7428571428571429
774,193,RF,0.8857142857142857,0.8387096774193549,0.7428571428571429
775,193,Dummy,0.5365079365079365,0.5517241379310345,0.45714285714285713
776,194,SVC_rec,0.7492063492063492,0.6808510638297872,0.9142857142857143
777,194,SVC_prec,0.788888888888889,0.8846153846153846,0.6571428571428571
778,194,RF,0.7761904761904761,0.8235294117647058,0.8
779,194,Dummy,0.5373015873015873,0.6285714285714286,0.6285714285714286
780,195,SVC_rec,0.9047619047619047,0.68,0.9714285714285714
781,195,SVC_prec,0.9253968253968254,1.0,0.6571428571428571
782,195,RF,0.9063492063492063,0.90625,0.8285714285714286
783,195,Dummy,0.5507936507936508,0.7105263157894737,0.7714285714285715
784,196,SVC_rec,0.8880952380952382,0.6666666666666666,0.9714285714285714
785,196,SVC_prec,0.9111111111111111,1.0,0.7714285714285715
786,196,RF,0.9047619047619048,0.90625,0.8285714285714286
787,196,Dummy,0.3682539682539682,0.6857142857142857,0.6857142857142857
788,197,SVC_rec,0.8761904761904762,0.6862745098039216,1.0
789,197,SVC_prec,0.9079365079365079,1.0,0.6
790,197,RF,0.8984126984126984,0.9285714285714286,0.7428571428571429
791,197,Dummy,0.4531746031746032,0.7428571428571429,0.7428571428571429
792,198,SVC_rec,0.726984126984127,0.68,0.9714285714285714
793,198,SVC_prec,0.8301587301587301,0.88,0.6285714285714286
794,198,RF,0.7936507936507936,0.8333333333333334,0.8571428571428571
795,198,Dummy,0.48095238095238096,0.7,0.6
796,199,SVC_rec,0.6555555555555556,0.6470588235294118,0.9428571428571428
797,199,SVC_prec,0.8444444444444443,0.9545454545454546,0.6
798,199,RF,0.8142857142857143,0.7837837837837838,0.8285714285714286
799,199,Dummy,0.46746031746031746,0.7,0.8
800,200,SVC_rec,0.8253968253968254,0.6730769230769231,1.0
801,200,SVC_prec,0.8444444444444443,0.896551724137931,0.7428571428571429
802,200,RF,0.8285714285714286,0.8285714285714286,0.8285714285714286
803,200,Dummy,0.45158730158730154,0.625,0.5714285714285714
804,201,SVC_rec,0.738095238095238,0.660377358490566,1.0
805,201,SVC_prec,0.8333333333333335,0.8846153846153846,0.6571428571428571
806,201,RF,0.7761904761904762,0.8181818181818182,0.7714285714285715
807,201,Dummy,0.4825396825396826,0.6744186046511628,0.8285714285714286
808,202,SVC_rec,0.8126984126984126,0.6730769230769231,1.0
809,202,SVC_prec,0.8746031746031746,0.9545454545454546,0.6
810,202,RF,0.838095238095238,0.9230769230769231,0.6857142857142857
811,202,Dummy,0.396031746031746,0.7058823529411765,0.6857142857142857
812,203,SVC_rec,0.7761904761904762,0.6595744680851063,0.8857142857142857
813,203,SVC_prec,0.8269841269841269,0.9565217391304348,0.6285714285714286
814,203,RF,0.8095238095238095,0.8666666666666667,0.7428571428571429
815,203,Dummy,0.5507936507936508,0.6842105263157895,0.7428571428571429
816,204,SVC_rec,0.761904761904762,0.6730769230769231,1.0
817,204,SVC_prec,0.8253968253968255,0.8518518518518519,0.6571428571428571
818,204,RF,0.8047619047619048,0.8108108108108109,0.8571428571428571
819,204,Dummy,0.5230158730158729,0.6578947368421053,0.7142857142857143
820,205,SVC_rec,0.7174603174603175,0.660377358490566,1.0
821,205,SVC_prec,0.7984126984126985,0.8214285714285714,0.6571428571428571
822,205,RF,0.780952380952381,0.7380952380952381,0.8857142857142857
823,205,Dummy,0.5373015873015873,0.6764705882352942,0.6571428571428571
824,206,SVC_rec,0.7809523809523808,0.66,0.9428571428571428
825,206,SVC_prec,0.7746031746031745,0.9130434782608695,0.6
826,206,RF,0.7714285714285715,0.8,0.6857142857142857
827,206,Dummy,0.3976190476190476,0.6129032258064516,0.5428571428571428
828,207,SVC_rec,0.7952380952380952,0.6666666666666666,0.9714285714285714
829,207,SVC_prec,0.8174603174603174,0.8928571428571429,0.7142857142857143
830,207,RF,0.8158730158730159,0.8285714285714286,0.8285714285714286
831,207,Dummy,0.4396825396825397,0.53125,0.4857142857142857
832,208,SVC_rec,0.834920634920635,0.6862745098039216,1.0
833,208,SVC_prec,0.8333333333333333,0.9230769230769231,0.6857142857142857
834,208,RF,0.819047619047619,0.8709677419354839,0.7714285714285715
835,208,Dummy,0.5492063492063491,0.6842105263157895,0.7428571428571429
836,209,SVC_rec,0.7761904761904762,0.6730769230769231,1.0
837,209,SVC_prec,0.8365079365079365,0.8666666666666667,0.7428571428571429
838,209,RF,0.819047619047619,0.8333333333333334,0.8571428571428571
839,209,Dummy,0.4523809523809524,0.6578947368421053,0.7142857142857143
840,210,SVC_rec,0.8126984126984127,0.7083333333333334,0.9714285714285714
841,210,SVC_prec,0.8492063492063492,0.9615384615384616,0.7142857142857143
842,210,RF,0.8777777777777779,0.8108108108108109,0.8571428571428571
843,210,Dummy,0.5373015873015873,0.6341463414634146,0.7428571428571429
844,211,SVC_rec,0.9111111111111111,0.6938775510204082,0.9714285714285714
845,211,SVC_prec,0.9222222222222222,1.0,0.7428571428571429
846,211,RF,0.9015873015873016,0.8823529411764706,0.8571428571428571
847,211,Dummy,0.5785714285714285,0.6388888888888888,0.6571428571428571
848,212,SVC_rec,0.8523809523809525,0.6538461538461539,0.9714285714285714
849,212,SVC_prec,0.8825396825396825,0.9032258064516129,0.8
850,212,RF,0.8587301587301586,0.8333333333333334,0.8571428571428571
851,212,Dummy,0.5373015873015873,0.6285714285714286,0.6285714285714286
852,213,SVC_rec,0.7825396825396824,0.68,0.9714285714285714
853,213,SVC_prec,0.8682539682539683,0.92,0.6571428571428571
854,213,RF,0.8412698412698413,0.8709677419354839,0.7714285714285715
855,213,Dummy,0.46746031746031746,0.6666666666666666,0.6857142857142857
856,214,SVC_rec,0.7952380952380952,0.660377358490566,1.0
857,214,SVC_prec,0.8682539682539683,0.8928571428571429,0.7142857142857143
858,214,RF,0.8841269841269841,0.8205128205128205,0.9142857142857143
859,214,Dummy,0.5087301587301587,0.696969696969697,0.6571428571428571
860,215,SVC_rec,0.7952380952380952,0.6862745098039216,1.0
861,215,SVC_prec,0.8746031746031746,0.9032258064516129,0.8
862,215,RF,0.8666666666666667,0.8888888888888888,0.9142857142857143
863,215,Dummy,0.4928571428571429,0.7105263157894737,0.7714285714285715
864,216,SVC_rec,0.8428571428571429,0.6666666666666666,0.9714285714285714
865,216,SVC_prec,0.9079365079365079,0.9259259259259259,0.7142857142857143
866,216,RF,0.8841269841269841,0.8857142857142857,0.8857142857142857
867,216,Dummy,0.4119047619047619,0.7027027027027027,0.7428571428571429
868,217,SVC_rec,0.8238095238095238,0.673469387755102,0.9428571428571428
869,217,SVC_prec,0.8507936507936509,0.9285714285714286,0.7428571428571429
870,217,RF,0.8444444444444443,0.8333333333333334,0.8571428571428571
871,217,Dummy,0.5373015873015873,0.6470588235294118,0.6285714285714286
872,218,SVC_rec,0.8666666666666667,0.6862745098039216,1.0
873,218,SVC_prec,0.9444444444444445,0.9629629629629629,0.7428571428571429
874,218,RF,0.9317460317460318,0.9166666666666666,0.9428571428571428
875,218,Dummy,0.6222222222222222,0.6470588235294118,0.6285714285714286
876,219,SVC_rec,0.8158730158730159,0.6730769230769231,1.0
877,219,SVC_prec,0.888888888888889,0.9230769230769231,0.6857142857142857
878,219,RF,0.8873015873015874,0.8857142857142857,0.8857142857142857
879,219,Dummy,0.4103174603174603,0.71875,0.6571428571428571
880,220,SVC_rec,0.8285714285714286,0.6538461538461539,0.9714285714285714
881,220,SVC_prec,0.9190476190476191,1.0,0.6
882,220,RF,0.8142857142857143,0.7878787878787878,0.7428571428571429
883,220,Dummy,0.46587301587301577,0.7631578947368421,0.8285714285714286
884,221,SVC_rec,0.873015873015873,0.6666666666666666,0.9714285714285714
885,221,SVC_prec,0.873015873015873,0.9629629629629629,0.7428571428571429
886,221,RF,0.8936507936507937,0.9333333333333333,0.8
887,221,Dummy,0.4666666666666667,0.6451612903225806,0.5714285714285714
888,222,SVC_rec,0.6777777777777778,0.6730769230769231,1.0
889,222,SVC_prec,0.7968253968253969,0.85,0.4857142857142857
890,222,RF,0.753968253968254,0.8571428571428571,0.6857142857142857
891,222,Dummy,0.5507936507936508,0.59375,0.5428571428571428
892,223,SVC_rec,0.9063492063492063,0.6730769230769231,1.0
893,223,SVC_prec,0.907936507936508,0.9629629629629629,0.7428571428571429
894,223,RF,0.9349206349206349,0.9117647058823529,0.8857142857142857
895,223,Dummy,0.396031746031746,0.625,0.5714285714285714
896,224,SVC_rec,0.7079365079365079,0.660377358490566,1.0
897,224,SVC_prec,0.8063492063492064,0.8484848484848485,0.8
898,224,RF,0.7904761904761904,0.8048780487804879,0.9428571428571428
899,224,Dummy,0.48174603174603176,0.5555555555555556,0.5714285714285714
900,225,SVC_rec,0.8253968253968255,0.6730769230769231,1.0
901,225,SVC_prec,0.8492063492063492,0.8928571428571429,0.7142857142857143
902,225,RF,0.7952380952380952,0.8235294117647058,0.8
903,225,Dummy,0.6920634920634922,0.6571428571428571,0.6571428571428571
904,226,SVC_rec,0.7142857142857143,0.6538461538461539,0.9714285714285714
905,226,SVC_prec,0.7873015873015874,0.88,0.6285714285714286
906,226,RF,0.7412698412698413,0.7857142857142857,0.6285714285714286
907,226,Dummy,0.5658730158730159,0.5333333333333333,0.45714285714285713
908,227,SVC_rec,0.8365079365079365,0.6666666666666666,0.9714285714285714
909,227,SVC_prec,0.9,0.9333333333333333,0.8
910,227,RF,0.8603174603174604,0.8857142857142857,0.8857142857142857
911,227,Dummy,0.5373015873015873,0.6363636363636364,0.6
912,228,SVC_rec,0.8730158730158729,0.6538461538461539,0.9714285714285714
913,228,SVC_prec,0.8984126984126984,0.92,0.6571428571428571
914,228,RF,0.8603174603174604,0.8709677419354839,0.7714285714285715
915,228,Dummy,0.5238095238095238,0.6176470588235294,0.6
916,229,SVC_rec,0.8142857142857143,0.660377358490566,1.0
917,229,SVC_prec,0.8555555555555556,0.8846153846153846,0.6571428571428571
918,229,RF,0.8396825396825397,0.8571428571428571,0.8571428571428571
919,229,Dummy,0.4246031746031746,0.7105263157894737,0.7714285714285715
920,230,SVC_rec,0.6968253968253968,0.66,0.9428571428571428
921,230,SVC_prec,0.788888888888889,0.8695652173913043,0.5714285714285714
922,230,RF,0.7603174603174603,0.8275862068965517,0.6857142857142857
923,230,Dummy,0.49444444444444446,0.7435897435897436,0.8285714285714286
924,231,SVC_rec,0.7317460317460318,0.6666666666666666,0.9714285714285714
925,231,SVC_prec,0.8412698412698413,0.8888888888888888,0.6857142857142857
926,231,RF,0.8063492063492064,0.7837837837837838,0.8285714285714286
927,231,Dummy,0.4650793650793651,0.6216216216216216,0.6571428571428571
928,232,SVC_rec,0.8222222222222223,0.6538461538461539,0.9714285714285714
929,232,SVC_prec,0.8793650793650793,0.9117647058823529,0.8857142857142857
930,232,RF,0.8492063492063491,0.775,0.8857142857142857
931,232,Dummy,0.5357142857142857,0.6285714285714286,0.6285714285714286
932,233,SVC_rec,0.8507936507936508,0.6666666666666666,0.9714285714285714
933,233,SVC_prec,0.8936507936507936,0.9310344827586207,0.7714285714285715
934,233,RF,0.907936507936508,0.8888888888888888,0.9142857142857143
935,233,Dummy,0.3968253968253968,0.6060606060606061,0.5714285714285714
936,234,SVC_rec,0.8507936507936509,0.6538461538461539,0.9714285714285714
937,234,SVC_prec,0.861904761904762,0.9565217391304348,0.6285714285714286
938,234,RF,0.8555555555555556,0.8571428571428571,0.6857142857142857
939,234,Dummy,0.46746031746031746,0.5882352941176471,0.5714285714285714
940,235,SVC_rec,0.9015873015873016,0.6862745098039216,1.0
941,235,SVC_prec,0.9095238095238095,0.9,0.7714285714285715
942,235,RF,0.8968253968253969,0.8888888888888888,0.9142857142857143
943,235,Dummy,0.4253968253968254,0.78125,0.7142857142857143
944,236,SVC_rec,0.726984126984127,0.6666666666666666,0.9714285714285714
945,236,SVC_prec,0.8222222222222222,0.8461538461538461,0.6285714285714286
946,236,RF,0.7793650793650794,0.7567567567567568,0.8
947,236,Dummy,0.5785714285714285,0.6296296296296297,0.4857142857142857
948,237,SVC_rec,0.8523809523809524,0.6730769230769231,1.0
949,237,SVC_prec,0.9285714285714286,1.0,0.6857142857142857
950,237,RF,0.9,0.9,0.7714285714285715
951,237,Dummy,0.4380952380952381,0.6857142857142857,0.6857142857142857
952,238,SVC_rec,0.8317460317460317,0.68,0.9714285714285714
953,238,SVC_prec,0.873015873015873,0.9090909090909091,0.8571428571428571
954,238,RF,0.8698412698412699,0.8378378378378378,0.8857142857142857
955,238,Dummy,0.6642857142857144,0.6333333333333333,0.5428571428571428
956,239,SVC_rec,0.8841269841269841,0.68,0.9714285714285714
957,239,SVC_prec,0.865079365079365,0.9642857142857143,0.7714285714285715
958,239,RF,0.8857142857142857,0.8928571428571429,0.7142857142857143
959,239,Dummy,0.5230158730158729,0.6071428571428571,0.4857142857142857
960,240,SVC_rec,0.8111111111111111,0.660377358490566,1.0
961,240,SVC_prec,0.8952380952380953,0.9310344827586207,0.7714285714285715
962,240,RF,0.8714285714285714,0.8157894736842105,0.8857142857142857
963,240,Dummy,0.5230158730158729,0.7058823529411765,0.6857142857142857
964,241,SVC_rec,0.8714285714285713,0.68,0.9714285714285714
965,241,SVC_prec,0.9111111111111112,1.0,0.6857142857142857
966,241,RF,0.9015873015873016,0.8928571428571429,0.7142857142857143
967,241,Dummy,0.396031746031746,0.7428571428571429,0.7428571428571429
968,242,SVC_rec,0.7301587301587301,0.6862745098039216,1.0
969,242,SVC_prec,0.8587301587301587,0.8709677419354839,0.7714285714285715
970,242,RF,0.8444444444444444,0.7777777777777778,1.0
971,242,Dummy,0.49603174603174605,0.6875,0.6285714285714286
972,243,SVC_rec,0.711111111111111,0.6530612244897959,0.9142857142857143
973,243,SVC_prec,0.7857142857142858,0.8571428571428571,0.5142857142857142
974,243,RF,0.7412698412698413,0.8064516129032258,0.7142857142857143
975,243,Dummy,0.5103174603174603,0.6744186046511628,0.8285714285714286
976,244,SVC_rec,0.8317460317460318,0.6538461538461539,0.9714285714285714
977,244,SVC_prec,0.8190476190476189,0.9259259259259259,0.7142857142857143
978,244,RF,0.8253968253968255,0.8055555555555556,0.8285714285714286
979,244,Dummy,0.4531746031746032,0.59375,0.5428571428571428
980,245,SVC_rec,0.8333333333333334,0.660377358490566,1.0
981,245,SVC_prec,0.8412698412698412,0.9545454545454546,0.6
982,245,RF,0.8650793650793651,0.896551724137931,0.7428571428571429
983,245,Dummy,0.49523809523809526,0.631578947368421,0.6857142857142857
984,246,SVC_rec,0.8634920634920634,0.660377358490566,1.0
985,246,SVC_prec,0.8793650793650795,0.96,0.6857142857142857
986,246,RF,0.8761904761904762,0.8787878787878788,0.8285714285714286
987,246,Dummy,0.5793650793650794,0.6571428571428571,0.6571428571428571
988,247,SVC_rec,0.7507936507936508,0.6538461538461539,0.9714285714285714
989,247,SVC_prec,0.8412698412698414,0.8888888888888888,0.6857142857142857
990,247,RF,0.8285714285714285,0.8285714285714286,0.8285714285714286
991,247,Dummy,0.5087301587301587,0.6363636363636364,0.6
992,248,SVC_rec,0.7761904761904762,0.660377358490566,1.0
993,248,SVC_prec,0.8603174603174603,0.90625,0.8285714285714286
994,248,RF,0.8841269841269841,0.8918918918918919,0.9428571428571428
995,248,Dummy,0.49444444444444446,0.625,0.7142857142857143
996,249,SVC_rec,0.8444444444444444,0.7021276595744681,0.9428571428571428
997,249,SVC_prec,0.8333333333333334,0.896551724137931,0.7428571428571429
998,249,RF,0.8174603174603174,0.8181818181818182,0.7714285714285715
999,249,Dummy,0.5349206349206349,0.6764705882352942,0.6571428571428571
1000,250,SVC_rec,0.8714285714285714,0.660377358490566,1.0
1001,250,SVC_prec,0.9190476190476191,0.9655172413793104,0.8
1002,250,RF,0.9015873015873016,0.85,0.9714285714285714
1003,250,Dummy,0.4253968253968254,0.6060606060606061,0.5714285714285714
1004,251,SVC_rec,0.8238095238095238,0.6538461538461539,0.9714285714285714
1005,251,SVC_prec,0.8476190476190476,0.9259259259259259,0.7142857142857143
1006,251,RF,0.8349206349206348,0.875,0.8
1007,251,Dummy,0.369047619047619,0.6944444444444444,0.7142857142857143
1008,252,SVC_rec,0.734920634920635,0.68,0.9714285714285714
1009,252,SVC_prec,0.7746031746031746,0.8518518518518519,0.6571428571428571
1010,252,RF,0.7555555555555555,0.8055555555555556,0.8285714285714286
1011,252,Dummy,0.5507936507936508,0.7142857142857143,0.8571428571428571
1012,253,SVC_rec,0.7619047619047619,0.68,0.9714285714285714
1013,253,SVC_prec,0.8539682539682539,0.8928571428571429,0.7142857142857143
1014,253,RF,0.846031746031746,0.8611111111111112,0.8857142857142857
1015,253,Dummy,0.5920634920634921,0.7272727272727273,0.6857142857142857
1016,254,SVC_rec,0.8555555555555556,0.7083333333333334,0.9714285714285714
1017,254,SVC_prec,0.8904761904761904,0.9333333333333333,0.8
1018,254,RF,0.8476190476190476,0.8529411764705882,0.8285714285714286
1019,254,Dummy,0.5365079365079365,0.6944444444444444,0.7142857142857143
1020,255,SVC_rec,0.8539682539682539,0.7083333333333334,0.9714285714285714
1021,255,SVC_prec,0.919047619047619,1.0,0.6857142857142857
1022,255,RF,0.9174603174603175,0.9666666666666667,0.8285714285714286
1023,255,Dummy,0.4253968253968254,0.7,0.8
1024,256,SVC_rec,0.834920634920635,0.6862745098039216,1.0
1025,256,SVC_prec,0.9365079365079365,0.96,0.6857142857142857
1026,256,RF,0.8841269841269841,0.8055555555555556,0.8285714285714286
1027,256,Dummy,0.4825396825396826,0.6363636363636364,0.6
1028,257,SVC_rec,0.8714285714285714,0.6862745098039216,1.0
1029,257,SVC_prec,0.8952380952380952,0.9117647058823529,0.8857142857142857
1030,257,RF,0.8793650793650792,0.8857142857142857,0.8857142857142857
1031,257,Dummy,0.35317460317460314,0.5897435897435898,0.6571428571428571
1032,258,SVC_rec,0.7000000000000001,0.68,0.9714285714285714
1033,258,SVC_prec,0.8031746031746032,0.8888888888888888,0.6857142857142857
1034,258,RF,0.7761904761904762,0.8285714285714286,0.8285714285714286
1035,258,Dummy,0.4666666666666667,0.6666666666666666,0.6285714285714286
1036,259,SVC_rec,0.7809523809523808,0.6470588235294118,0.9428571428571428
1037,259,SVC_prec,0.8698412698412699,0.9310344827586207,0.7714285714285715
1038,259,RF,0.8444444444444444,0.8235294117647058,0.8
1039,259,Dummy,0.55,0.6451612903225806,0.5714285714285714
1040,260,SVC_rec,0.8285714285714286,0.6538461538461539,0.9714285714285714
1041,260,SVC_prec,0.9079365079365079,1.0,0.7142857142857143
1042,260,RF,0.8365079365079365,0.7878787878787878,0.7428571428571429
1043,260,Dummy,0.5230158730158729,0.5806451612903226,0.5142857142857142
1044,261,SVC_rec,0.7793650793650794,0.6538461538461539,0.9714285714285714
1045,261,SVC_prec,0.8317460317460317,0.9565217391304348,0.6285714285714286
1046,261,RF,0.8269841269841269,0.8235294117647058,0.8
1047,261,Dummy,0.4523809523809524,0.5789473684210527,0.6285714285714286
1048,262,SVC_rec,0.8587301587301588,0.660377358490566,1.0
1049,262,SVC_prec,0.8984126984126984,0.9259259259259259,0.7142857142857143
1050,262,RF,0.9031746031746032,0.875,0.8
1051,262,Dummy,0.6206349206349207,0.6756756756756757,0.7142857142857143
1052,263,SVC_rec,0.8603174603174604,0.6530612244897959,0.9142857142857143
1053,263,SVC_prec,0.8444444444444444,1.0,0.6571428571428571
1054,263,RF,0.8396825396825398,0.9310344827586207,0.7714285714285715
1055,263,Dummy,0.65,0.6451612903225806,0.5714285714285714
1056,264,SVC_rec,0.7777777777777777,0.6538461538461539,0.9714285714285714
1057,264,SVC_prec,0.8650793650793651,0.92,0.6571428571428571
1058,264,RF,0.8031746031746032,0.8285714285714286,0.8285714285714286
1059,264,Dummy,0.48174603174603176,0.7222222222222222,0.7428571428571429
1060,265,SVC_rec,0.7714285714285714,0.6470588235294118,0.9428571428571428
1061,265,SVC_prec,0.8238095238095238,0.92,0.6571428571428571
1062,265,RF,0.7761904761904763,0.8387096774193549,0.7428571428571429
1063,265,Dummy,0.4666666666666667,0.6944444444444444,0.7142857142857143
1064,266,SVC_rec,0.8412698412698413,0.6730769230769231,1.0
1065,266,SVC_prec,0.9444444444444445,0.9565217391304348,0.6285714285714286
1066,266,RF,0.880952380952381,0.875,0.8
1067,266,Dummy,0.5222222222222223,0.6666666666666666,0.7428571428571429
1068,267,SVC_rec,0.7746031746031746,0.68,0.9714285714285714
1069,267,SVC_prec,0.8476190476190476,0.9166666666666666,0.6285714285714286
1070,267,RF,0.834920634920635,0.8235294117647058,0.8
1071,267,Dummy,0.49603174603174605,0.6578947368421053,0.7142857142857143
1072,268,SVC_rec,0.8253968253968254,0.6666666666666666,0.9714285714285714
1073,268,SVC_prec,0.8142857142857143,0.9230769230769231,0.6857142857142857
1074,268,RF,0.8301587301587302,0.8235294117647058,0.8
1075,268,Dummy,0.6079365079365079,0.6111111111111112,0.6285714285714286
1076,269,SVC_rec,0.7603174603174603,0.6530612244897959,0.9142857142857143
1077,269,SVC_prec,0.8523809523809524,1.0,0.5714285714285714
1078,269,RF,0.8634920634920635,0.8181818181818182,0.7714285714285715
1079,269,Dummy,0.4103174603174603,0.7058823529411765,0.6857142857142857
1080,270,SVC_rec,0.7714285714285715,0.66,0.9428571428571428
1081,270,SVC_prec,0.8507936507936508,0.9565217391304348,0.6285714285714286
1082,270,RF,0.8095238095238094,0.92,0.6571428571428571
1083,270,Dummy,0.4801587301587301,0.59375,0.5428571428571428
1084,271,SVC_rec,0.734920634920635,0.717391304347826,0.9428571428571428
1085,271,SVC_prec,0.8047619047619048,0.9090909090909091,0.5714285714285714
1086,271,RF,0.7746031746031745,0.8181818181818182,0.7714285714285715
1087,271,Dummy,0.46746031746031746,0.6923076923076923,0.7714285714285715
1088,272,SVC_rec,0.7222222222222222,0.6538461538461539,0.9714285714285714
1089,272,SVC_prec,0.788888888888889,0.8695652173913043,0.5714285714285714
1090,272,RF,0.7857142857142857,0.7714285714285715,0.7714285714285715
1091,272,Dummy,0.5373015873015873,0.6829268292682927,0.8
1092,273,SVC_rec,0.9174603174603174,0.6730769230769231,1.0
1093,273,SVC_prec,0.9619047619047619,0.967741935483871,0.8571428571428571
1094,273,RF,0.9396825396825397,0.9142857142857143,0.9142857142857143
1095,273,Dummy,0.5222222222222223,0.6153846153846154,0.6857142857142857
1096,274,SVC_rec,0.8063492063492063,0.7,1.0
1097,274,SVC_prec,0.9634920634920635,1.0,0.8571428571428571
1098,274,RF,0.9365079365079365,0.8461538461538461,0.9428571428571428
1099,274,Dummy,0.4523809523809524,0.7105263157894737,0.7714285714285715
1100,275,SVC_rec,0.8063492063492064,0.66,0.9428571428571428
1101,275,SVC_prec,0.8333333333333333,0.9,0.7714285714285715
1102,275,RF,0.8222222222222223,0.8823529411764706,0.8571428571428571
1103,275,Dummy,0.4388888888888889,0.5757575757575758,0.5428571428571428
1104,276,SVC_rec,0.7365079365079366,0.6538461538461539,0.9714285714285714
1105,276,SVC_prec,0.8603174603174605,0.9230769230769231,0.6857142857142857
1106,276,RF,0.8682539682539683,0.8285714285714286,0.8285714285714286
1107,276,Dummy,0.46746031746031746,0.631578947368421,0.6857142857142857
1108,277,SVC_rec,0.7714285714285714,0.64,0.9142857142857143
1109,277,SVC_prec,0.7873015873015873,0.9130434782608695,0.6
1110,277,RF,0.7809523809523808,0.8666666666666667,0.7428571428571429
1111,277,Dummy,0.4531746031746032,0.6571428571428571,0.6571428571428571
1112,278,SVC_rec,0.8253968253968254,0.6666666666666666,0.9714285714285714
1113,278,SVC_prec,0.8793650793650793,0.9285714285714286,0.7428571428571429
1114,278,RF,0.873015873015873,0.8611111111111112,0.8857142857142857
1115,278,Dummy,0.4111111111111111,0.7368421052631579,0.8
1116,279,SVC_rec,0.7746031746031746,0.68,0.9714285714285714
1117,279,SVC_prec,0.8301587301587301,0.8666666666666667,0.7428571428571429
1118,279,RF,0.8158730158730159,0.8648648648648649,0.9142857142857143
1119,279,Dummy,0.5658730158730159,0.6666666666666666,0.7428571428571429
1120,280,SVC_rec,0.7634920634920634,0.6538461538461539,0.9714285714285714
1121,280,SVC_prec,0.826984126984127,0.8709677419354839,0.7714285714285715
1122,280,RF,0.819047619047619,0.8205128205128205,0.9142857142857143
1123,280,Dummy,0.4801587301587301,0.6944444444444444,0.7142857142857143
1124,281,SVC_rec,0.8507936507936508,0.660377358490566,1.0
1125,281,SVC_prec,0.9285714285714285,0.9285714285714286,0.7428571428571429
1126,281,RF,0.9007936507936507,0.8611111111111112,0.8857142857142857
1127,281,Dummy,0.4523809523809524,0.6578947368421053,0.7142857142857143
1128,282,SVC_rec,0.8047619047619048,0.6666666666666666,0.9714285714285714
1129,282,SVC_prec,0.8888888888888888,0.9285714285714286,0.7428571428571429
1130,282,RF,0.8547619047619047,0.8484848484848485,0.8
1131,282,Dummy,0.5095238095238096,0.6176470588235294,0.6
1132,283,SVC_rec,0.7285714285714286,0.6666666666666666,0.9714285714285714
1133,283,SVC_prec,0.807936507936508,0.8709677419354839,0.7714285714285715
1134,283,RF,0.807936507936508,0.8108108108108109,0.8571428571428571
1135,283,Dummy,0.4388888888888889,0.5882352941176471,0.5714285714285714
1136,284,SVC_rec,0.8825396825396825,0.6538461538461539,0.9714285714285714
1137,284,SVC_prec,0.9222222222222222,1.0,0.7428571428571429
1138,284,RF,0.926984126984127,0.9354838709677419,0.8285714285714286
1139,284,Dummy,0.4396825396825397,0.7368421052631579,0.8
1140,285,SVC_rec,0.6222222222222222,0.6666666666666666,0.9714285714285714
1141,285,SVC_prec,0.692063492063492,0.7741935483870968,0.6857142857142857
1142,285,RF,0.6619047619047619,0.7567567567567568,0.8
