,Iteration,Classifier,AUC,Precision,Recall
93,23,SVC_prec,0.9174603174603174,0.9354838709677419,0.8285714285714286
94,23,RF,0.8873015873015874,0.9090909090909091,0.8571428571428571
95,23,Dummy,0.5095238095238096,0.6176470588235294,0.6
96,24,SVC_rec,0.8222222222222222,0.6470588235294118,0.9428571428571428
97,24,SVC_prec,0.8634920634920635,0.9615384615384616,0.7142857142857143
98,24,RF,0.8682539682539683,0.8823529411764706,0.8571428571428571
99,24,Dummy,0.3238095238095238,0.6176470588235294,0.6
100,25,SVC_rec,0.8031746031746031,0.6538461538461539,0.9714285714285714
101,25,SVC_prec,0.8523809523809524,0.8888888888888888,0.6857142857142857
102,25,RF,0.8285714285714286,0.8181818181818182,0.7714285714285715
103,25,Dummy,0.5531746031746032,0.6666666666666666,0.6285714285714286
104,26,SVC_rec,0.819047619047619,0.6938775510204082,0.9714285714285714
105,26,SVC_prec,0.8539682539682538,0.8888888888888888,0.6857142857142857
106,26,RF,0.8333333333333334,0.8378378378378378,0.8857142857142857
107,26,Dummy,0.5380952380952382,0.6666666666666666,0.7428571428571429
108,27,SVC_rec,0.8539682539682539,0.660377358490566,1.0
109,27,SVC_prec,0.8793650793650795,0.9259259259259259,0.7142857142857143
110,27,RF,0.9,0.8333333333333334,0.8571428571428571
111,27,Dummy,0.5111111111111111,0.7272727272727273,0.6857142857142857
112,28,SVC_rec,0.8412698412698413,0.660377358490566,1.0
113,28,SVC_prec,0.9063492063492063,0.9,0.7714285714285715
114,28,RF,0.8968253968253969,0.8857142857142857,0.8857142857142857
115,28,Dummy,0.5507936507936508,0.6875,0.6285714285714286
116,29,SVC_rec,0.8396825396825397,0.6730769230769231,1.0
117,29,SVC_prec,0.9492063492063493,0.9615384615384616,0.7142857142857143
118,29,RF,0.9142857142857144,0.8823529411764706,0.8571428571428571
119,29,Dummy,0.5507936507936508,0.7878787878787878,0.7428571428571429
120,30,SVC_rec,0.7603174603174604,0.66,0.9428571428571428
121,30,SVC_prec,0.7984126984126984,0.8709677419354839,0.7714285714285715
122,30,RF,0.7698412698412698,0.8333333333333334,0.8571428571428571
123,30,Dummy,0.5103174603174603,0.6129032258064516,0.5428571428571428
124,31,SVC_rec,0.8111111111111112,0.6595744680851063,0.8857142857142857
125,31,SVC_prec,0.8603174603174603,0.9615384615384616,0.7142857142857143
126,31,RF,0.807936507936508,0.8709677419354839,0.7714285714285715
127,31,Dummy,0.396031746031746,0.725,0.8285714285714286
128,32,SVC_rec,0.7444444444444445,0.6538461538461539,0.9714285714285714
129,32,SVC_prec,0.8936507936507937,0.9615384615384616,0.7142857142857143
130,32,RF,0.861904761904762,0.7837837837837838,0.8285714285714286
131,32,Dummy,0.48095238095238096,0.65,0.7428571428571429
132,33,SVC_rec,0.7841269841269841,0.66,0.9428571428571428
133,33,SVC_prec,0.8507936507936509,0.8888888888888888,0.6857142857142857
134,33,RF,0.7666666666666666,0.8181818181818182,0.7714285714285715
135,33,Dummy,0.5103174603174603,0.75,0.6
136,34,SVC_rec,0.7126984126984126,0.6666666666666666,0.9714285714285714
137,34,SVC_prec,0.7999999999999999,0.9130434782608695,0.6
138,34,RF,0.8126984126984127,0.7878787878787878,0.7428571428571429
139,34,Dummy,0.3968253968253968,0.6388888888888888,0.6571428571428571
140,35,SVC_rec,0.8365079365079365,0.6538461538461539,0.9714285714285714
141,35,SVC_prec,0.8793650793650793,0.9310344827586207,0.7714285714285715
142,35,RF,0.8492063492063491,0.9354838709677419,0.8285714285714286
143,35,Dummy,0.5087301587301587,0.75,0.7714285714285715
144,36,SVC_rec,0.7063492063492064,0.6875,0.9428571428571428
145,36,SVC_prec,0.8031746031746031,0.8571428571428571,0.6857142857142857
146,36,RF,0.7396825396825397,0.7631578947368421,0.8285714285714286
147,36,Dummy,0.48095238095238096,0.71875,0.6571428571428571
148,37,SVC_rec,0.9206349206349207,0.660377358490566,1.0
149,37,SVC_prec,0.9523809523809523,1.0,0.6571428571428571
150,37,RF,0.8888888888888888,0.9032258064516129,0.8
151,37,Dummy,0.5341269841269841,0.5714285714285714,0.45714285714285713
152,38,SVC_rec,0.646031746031746,0.6538461538461539,0.9714285714285714
153,38,SVC_prec,0.711111111111111,0.7647058823529411,0.7428571428571429
154,38,RF,0.692063492063492,0.75,0.9428571428571428
155,38,Dummy,0.45396825396825397,0.7045454545454546,0.8857142857142857
156,39,SVC_rec,0.6888888888888889,0.6730769230769231,1.0
157,39,SVC_prec,0.7428571428571429,0.8333333333333334,0.42857142857142855
158,39,RF,0.726984126984127,0.8214285714285714,0.6571428571428571
159,39,Dummy,0.49444444444444446,0.5882352941176471,0.5714285714285714
160,40,SVC_rec,0.8777777777777778,0.66,0.9428571428571428
161,40,SVC_prec,0.8777777777777778,0.9615384615384616,0.7142857142857143
162,40,RF,0.8619047619047618,0.9032258064516129,0.8
163,40,Dummy,0.4531746031746032,0.6388888888888888,0.6571428571428571
164,41,SVC_rec,0.7634920634920636,0.6730769230769231,1.0
165,41,SVC_prec,0.8904761904761905,0.8846153846153846,0.6571428571428571
166,41,RF,0.846031746031746,0.8378378378378378,0.8857142857142857
167,41,Dummy,0.4388888888888889,0.6,0.6
168,42,SVC_rec,0.8063492063492064,0.68,0.9714285714285714
169,42,SVC_prec,0.8507936507936508,0.9166666666666666,0.6285714285714286
170,42,RF,0.8301587301587301,0.8125,0.7428571428571429
171,42,Dummy,0.5793650793650794,0.631578947368421,0.6857142857142857
172,43,SVC_rec,0.7666666666666666,0.660377358490566,1.0
173,43,SVC_prec,0.915873015873016,0.96,0.6857142857142857
174,43,RF,0.8777777777777778,0.8157894736842105,0.8857142857142857
175,43,Dummy,0.5095238095238096,0.6410256410256411,0.7142857142857143
176,44,SVC_rec,0.853968253968254,0.66,0.9428571428571428
177,44,SVC_prec,0.8047619047619048,0.9,0.7714285714285715
178,44,RF,0.788888888888889,0.8484848484848485,0.8
179,44,Dummy,0.4388888888888889,0.6944444444444444,0.7142857142857143
180,45,SVC_rec,0.8698412698412699,0.6730769230769231,1.0
181,45,SVC_prec,0.853968253968254,0.95,0.5428571428571428
182,45,RF,0.8904761904761904,0.875,0.8
183,45,Dummy,0.3396825396825397,0.5833333333333334,0.6
184,46,SVC_rec,0.8095238095238095,0.6538461538461539,0.9714285714285714
185,46,SVC_prec,0.8857142857142857,1.0,0.7714285714285715
186,46,RF,0.9206349206349206,0.8571428571428571,0.8571428571428571
187,46,Dummy,0.3952380952380953,0.6341463414634146,0.7428571428571429
188,47,SVC_rec,0.8253968253968255,0.6730769230769231,1.0
189,47,SVC_prec,0.8206349206349206,0.8888888888888888,0.6857142857142857
190,47,RF,0.8492063492063492,0.90625,0.8285714285714286
191,47,Dummy,0.5246031746031746,0.6486486486486487,0.6857142857142857
192,48,SVC_rec,0.8904761904761905,0.6875,0.9428571428571428
193,48,SVC_prec,0.942857142857143,1.0,0.7428571428571429
194,48,RF,0.9238095238095239,0.8888888888888888,0.9142857142857143
195,48,Dummy,0.4523809523809524,0.7368421052631579,0.8
196,49,SVC_rec,0.7761904761904762,0.673469387755102,0.9428571428571428
197,49,SVC_prec,0.8047619047619048,0.9130434782608695,0.6
198,49,RF,0.819047619047619,0.8387096774193549,0.7428571428571429
199,49,Dummy,0.42619047619047623,0.65625,0.6
200,50,SVC_rec,0.8396825396825397,0.7,1.0
201,50,SVC_prec,0.8936507936507937,0.9090909090909091,0.8571428571428571
202,50,RF,0.8809523809523809,0.8461538461538461,0.9428571428571428
203,50,Dummy,0.49523809523809526,0.6,0.6
204,51,SVC_rec,0.7888888888888889,0.68,0.9714285714285714
205,51,SVC_prec,0.8825396825396825,0.9259259259259259,0.7142857142857143
206,51,RF,0.8674603174603174,0.8571428571428571,0.8571428571428571
207,51,Dummy,0.4801587301587301,0.6875,0.6285714285714286
208,52,SVC_rec,0.7777777777777778,0.6538461538461539,0.9714285714285714
209,52,SVC_prec,0.8571428571428571,0.9,0.7714285714285715
210,52,RF,0.8603174603174604,0.8529411764705882,0.8285714285714286
211,52,Dummy,0.49603174603174605,0.75,0.6857142857142857
212,53,SVC_rec,0.846031746031746,0.68,0.9714285714285714
213,53,SVC_prec,0.9126984126984128,0.9629629629629629,0.7428571428571429
214,53,RF,0.8603174603174604,0.875,0.8
215,53,Dummy,0.6484126984126984,0.675,0.7714285714285715
216,54,SVC_rec,0.6968253968253969,0.673469387755102,0.9428571428571428
217,54,SVC_prec,0.7873015873015873,0.8846153846153846,0.6571428571428571
218,54,RF,0.7793650793650795,0.84375,0.7714285714285715
219,54,Dummy,0.4523809523809524,0.6388888888888888,0.6571428571428571
220,55,SVC_rec,0.761904761904762,0.6470588235294118,0.9428571428571428
221,55,SVC_prec,0.7428571428571429,0.8518518518518519,0.6571428571428571
222,55,RF,0.7507936507936509,0.84375,0.7714285714285715
223,55,Dummy,0.5801587301587301,0.6285714285714286,0.6285714285714286
224,56,SVC_rec,0.8095238095238095,0.6730769230769231,1.0
225,56,SVC_prec,0.919047619047619,0.9615384615384616,0.7142857142857143
226,56,RF,0.8984126984126984,0.8571428571428571,0.8571428571428571
227,56,Dummy,0.6063492063492063,0.7,0.8
228,57,SVC_rec,0.7365079365079366,0.6666666666666666,0.9714285714285714
229,57,SVC_prec,0.8666666666666667,0.9166666666666666,0.6285714285714286
230,57,RF,0.8587301587301588,0.8529411764705882,0.8285714285714286
231,57,Dummy,0.5095238095238096,0.6666666666666666,0.6857142857142857
232,58,SVC_rec,0.8999999999999999,0.6666666666666666,0.9714285714285714
233,58,SVC_prec,0.9126984126984127,0.9642857142857143,0.7714285714285715
234,58,RF,0.9190476190476191,0.9090909090909091,0.8571428571428571
235,58,Dummy,0.4253968253968254,0.6470588235294118,0.6285714285714286
236,59,SVC_rec,0.7714285714285714,0.6730769230769231,1.0
237,59,SVC_prec,0.8539682539682539,0.8846153846153846,0.6571428571428571
238,59,RF,0.811111111111111,0.8235294117647058,0.8
239,59,Dummy,0.5515873015873016,0.5172413793103449,0.42857142857142855
240,60,SVC_rec,0.8396825396825396,0.6666666666666666,0.9714285714285714
241,60,SVC_prec,0.8555555555555556,0.8928571428571429,0.7142857142857143
242,60,RF,0.8476190476190475,0.8055555555555556,0.8285714285714286
243,60,Dummy,0.42380952380952386,0.5714285714285714,0.45714285714285713
244,61,SVC_rec,0.6539682539682539,0.6470588235294118,0.9428571428571428
245,61,SVC_prec,0.846031746031746,0.9047619047619048,0.5428571428571428
246,61,RF,0.7952380952380953,0.7567567567567568,0.8
247,61,Dummy,0.49444444444444446,0.725,0.8285714285714286
248,62,SVC_rec,0.7238095238095238,0.6538461538461539,0.9714285714285714
249,62,SVC_prec,0.746031746031746,0.8461538461538461,0.6285714285714286
250,62,RF,0.7206349206349206,0.8,0.8
251,62,Dummy,0.7484126984126984,0.6666666666666666,0.5142857142857142
252,63,SVC_rec,0.8801587301587303,0.673469387755102,0.9428571428571428
253,63,SVC_prec,0.9365079365079365,1.0,0.6285714285714286
254,63,RF,0.9015873015873015,0.9642857142857143,0.7714285714285715
255,63,Dummy,0.49682539682539684,0.6052631578947368,0.6571428571428571
256,64,SVC_rec,0.8571428571428572,0.6875,0.9428571428571428
257,64,SVC_prec,0.8666666666666666,1.0,0.6857142857142857
258,64,RF,0.8571428571428571,0.8235294117647058,0.8
259,64,Dummy,0.35634920634920636,0.6764705882352942,0.6571428571428571
260,65,SVC_rec,0.9047619047619048,0.7,1.0
261,65,SVC_prec,0.8952380952380953,0.9333333333333333,0.8
262,65,RF,0.9031746031746032,0.8787878787878788,0.8285714285714286
263,65,Dummy,0.48095238095238096,0.6578947368421053,0.7142857142857143
264,66,SVC_rec,0.807936507936508,0.673469387755102,0.9428571428571428
265,66,SVC_prec,0.8492063492063493,0.8928571428571429,0.7142857142857143
266,66,RF,0.807936507936508,0.8333333333333334,0.8571428571428571
267,66,Dummy,0.48174603174603176,0.5882352941176471,0.5714285714285714
268,67,SVC_rec,0.7714285714285715,0.6538461538461539,0.9714285714285714
269,67,SVC_prec,0.8793650793650793,0.9032258064516129,0.8
270,67,RF,0.8555555555555555,0.825,0.9428571428571428
271,67,Dummy,0.5777777777777778,0.6451612903225806,0.5714285714285714
272,68,SVC_rec,0.8777777777777777,0.660377358490566,1.0
273,68,SVC_prec,0.8523809523809522,0.9285714285714286,0.7428571428571429
274,68,RF,0.8793650793650793,0.8181818181818182,0.7714285714285715
275,68,Dummy,0.5087301587301587,0.6486486486486487,0.6857142857142857
276,69,SVC_rec,0.7841269841269841,0.6666666666666666,0.9714285714285714
277,69,SVC_prec,0.9301587301587302,0.9583333333333334,0.6571428571428571
278,69,RF,0.8333333333333334,0.9,0.7714285714285715
279,69,Dummy,0.5103174603174603,0.696969696969697,0.6571428571428571
280,70,SVC_rec,0.7984126984126985,0.660377358490566,1.0
281,70,SVC_prec,0.826984126984127,0.8695652173913043,0.5714285714285714
282,70,RF,0.8174603174603174,0.8181818181818182,0.7714285714285715
283,70,Dummy,0.5634920634920635,0.6756756756756757,0.7142857142857143
284,71,SVC_rec,0.7523809523809524,0.6530612244897959,0.9142857142857143
285,71,SVC_prec,0.7746031746031745,0.8571428571428571,0.6857142857142857
286,71,RF,0.753968253968254,0.8387096774193549,0.7428571428571429
287,71,Dummy,0.5373015873015873,0.7105263157894737,0.7714285714285715
288,72,SVC_rec,0.8777777777777777,0.660377358490566,1.0
289,72,SVC_prec,0.8619047619047618,0.9285714285714286,0.7428571428571429
290,72,RF,0.9063492063492063,0.8787878787878788,0.8285714285714286
291,72,Dummy,0.4111111111111111,0.6666666666666666,0.6857142857142857
292,73,SVC_rec,0.8714285714285714,0.6666666666666666,0.9714285714285714
293,73,SVC_prec,0.8333333333333334,0.9310344827586207,0.7714285714285715
294,73,RF,0.8507936507936509,0.8285714285714286,0.8285714285714286
295,73,Dummy,0.5246031746031746,0.6363636363636364,0.6
296,74,SVC_rec,0.9,0.660377358490566,1.0
297,74,SVC_prec,0.9793650793650793,1.0,0.7428571428571429
298,74,RF,0.9126984126984127,0.9090909090909091,0.8571428571428571
299,74,Dummy,0.5230158730158729,0.6176470588235294,0.6
300,75,SVC_rec,0.8857142857142857,0.7,1.0
301,75,SVC_prec,0.926984126984127,0.9666666666666667,0.8285714285714286
302,75,RF,0.9238095238095237,0.8823529411764706,0.8571428571428571
303,75,Dummy,0.4103174603174603,0.6842105263157895,0.7428571428571429
304,76,SVC_rec,0.7936507936507936,0.6538461538461539,0.9714285714285714
305,76,SVC_prec,0.8015873015873017,0.875,0.6
306,76,RF,0.8396825396825397,0.8387096774193549,0.7428571428571429
307,76,Dummy,0.5531746031746032,0.6666666666666666,0.6857142857142857
308,77,SVC_rec,0.846031746031746,0.6666666666666666,0.9714285714285714
309,77,SVC_prec,0.8936507936507936,0.9583333333333334,0.6571428571428571
310,77,RF,0.8999999999999999,0.8787878787878788,0.8285714285714286
311,77,Dummy,0.5507936507936508,0.6363636363636364,0.6
312,78,SVC_rec,0.8301587301587302,0.6862745098039216,1.0
313,78,SVC_prec,0.9015873015873015,0.9583333333333334,0.6571428571428571
314,78,RF,0.9095238095238095,0.8787878787878788,0.8285714285714286
315,78,Dummy,0.4119047619047619,0.7142857142857143,0.7142857142857143
316,79,SVC_rec,0.7896825396825397,0.6666666666666666,0.9714285714285714
317,79,SVC_prec,0.8333333333333334,0.88,0.6285714285714286
318,79,RF,0.7825396825396825,0.7878787878787878,0.7428571428571429
319,79,Dummy,0.42619047619047623,0.5588235294117647,0.5428571428571428
320,80,SVC_rec,0.819047619047619,0.6730769230769231,1.0
321,80,SVC_prec,0.8825396825396825,0.9523809523809523,0.5714285714285714
322,80,RF,0.8253968253968255,0.8064516129032258,0.7142857142857143
323,80,Dummy,0.4523809523809524,0.6285714285714286,0.6285714285714286
324,81,SVC_rec,0.8444444444444444,0.660377358490566,1.0
325,81,SVC_prec,0.865079365079365,0.8823529411764706,0.8571428571428571
326,81,RF,0.8238095238095238,0.7857142857142857,0.9428571428571428
327,81,Dummy,0.49444444444444446,0.7027027027027027,0.7428571428571429
328,82,SVC_rec,0.8063492063492064,0.660377358490566,1.0
329,82,SVC_prec,0.8746031746031746,0.9,0.7714285714285715
330,82,RF,0.8412698412698413,0.8205128205128205,0.9142857142857143
331,82,Dummy,0.4388888888888889,0.6153846153846154,0.6857142857142857
332,83,SVC_rec,0.8,0.6470588235294118,0.9428571428571428
333,83,SVC_prec,0.7999999999999999,0.9444444444444444,0.4857142857142857
334,83,RF,0.8238095238095238,0.8620689655172413,0.7142857142857143
335,83,Dummy,0.4103174603174603,0.6060606060606061,0.5714285714285714
336,84,SVC_rec,0.7365079365079364,0.6538461538461539,0.9714285714285714
337,84,SVC_prec,0.742857142857143,0.8275862068965517,0.6857142857142857
338,84,RF,0.7412698412698413,0.775,0.8857142857142857
339,84,Dummy,0.4111111111111111,0.6176470588235294,0.6
340,85,SVC_rec,0.807936507936508,0.6862745098039216,1.0
341,85,SVC_prec,0.8333333333333334,0.8620689655172413,0.7142857142857143
342,85,RF,0.803968253968254,0.8055555555555556,0.8285714285714286
343,85,Dummy,0.5650793650793651,0.7272727272727273,0.6857142857142857
344,86,SVC_rec,0.792063492063492,0.6538461538461539,0.9714285714285714
345,86,SVC_prec,0.8634920634920635,0.8888888888888888,0.6857142857142857
346,86,RF,0.8269841269841269,0.8857142857142857,0.8857142857142857
347,86,Dummy,0.4531746031746032,0.7,0.6
348,87,SVC_rec,0.8841269841269841,0.6938775510204082,0.9714285714285714
349,87,SVC_prec,0.8587301587301587,0.9565217391304348,0.6285714285714286
350,87,RF,0.8507936507936509,0.9230769230769231,0.6857142857142857
351,87,Dummy,0.5095238095238096,0.6470588235294118,0.6285714285714286
352,88,SVC_rec,0.8063492063492064,0.6730769230769231,1.0
353,88,SVC_prec,0.9142857142857143,0.9230769230769231,0.6857142857142857
354,88,RF,0.9158730158730158,0.8648648648648649,0.9142857142857143
355,88,Dummy,0.5230158730158729,0.6666666666666666,0.7428571428571429
356,89,SVC_rec,0.7587301587301587,0.68,0.9714285714285714
357,89,SVC_prec,0.8015873015873015,0.8666666666666667,0.7428571428571429
358,89,RF,0.8031746031746032,0.8611111111111112,0.8857142857142857
359,89,Dummy,0.4253968253968254,0.6666666666666666,0.6285714285714286
360,90,SVC_rec,0.8301587301587301,0.64,0.9142857142857143
361,90,SVC_prec,0.8666666666666666,0.9615384615384616,0.7142857142857143
362,90,RF,0.8158730158730159,0.84375,0.7714285714285715
363,90,Dummy,0.4396825396825397,0.6111111111111112,0.6285714285714286
364,91,SVC_rec,0.7619047619047619,0.66,0.9428571428571428
365,91,SVC_prec,0.7952380952380953,0.9411764705882353,0.45714285714285713
366,91,RF,0.8,0.8181818181818182,0.7714285714285715
367,91,Dummy,0.5642857142857143,0.631578947368421,0.6857142857142857
368,92,SVC_rec,0.7857142857142857,0.6666666666666666,0.9714285714285714
369,92,SVC_prec,0.8634920634920635,0.8928571428571429,0.7142857142857143
370,92,RF,0.8333333333333334,0.8235294117647058,0.8
371,92,Dummy,0.48174603174603176,0.6571428571428571,0.6571428571428571
372,93,SVC_rec,0.7190476190476189,0.660377358490566,1.0
373,93,SVC_prec,0.8047619047619048,0.8620689655172413,0.7142857142857143
374,93,RF,0.7809523809523808,0.8235294117647058,0.8
375,93,Dummy,0.4801587301587301,0.6216216216216216,0.6571428571428571
376,94,SVC_rec,0.8936507936507936,0.6666666666666666,0.9714285714285714
377,94,SVC_prec,0.8793650793650793,0.9583333333333334,0.6571428571428571
378,94,RF,0.8968253968253969,0.9259259259259259,0.7142857142857143
379,94,Dummy,0.4103174603174603,0.6944444444444444,0.7142857142857143
380,95,SVC_rec,0.8412698412698413,0.660377358490566,1.0
381,95,SVC_prec,0.9301587301587302,0.9629629629629629,0.7428571428571429
382,95,RF,0.9412698412698413,0.8421052631578947,0.9142857142857143
383,95,Dummy,0.4825396825396826,0.5757575757575758,0.5428571428571428
384,96,SVC_rec,0.6841269841269841,0.68,0.9714285714285714
385,96,SVC_prec,0.7476190476190476,0.8214285714285714,0.6571428571428571
386,96,RF,0.7523809523809524,0.7575757575757576,0.7142857142857143
387,96,Dummy,0.5095238095238096,0.65625,0.6
388,97,SVC_rec,0.8158730158730159,0.6538461538461539,0.9714285714285714
389,97,SVC_prec,0.8698412698412699,0.9523809523809523,0.5714285714285714
390,97,RF,0.8714285714285714,0.8529411764705882,0.8285714285714286
391,97,Dummy,0.46746031746031746,0.6875,0.6285714285714286
392,98,SVC_rec,0.7142857142857143,0.68,0.9714285714285714
393,98,SVC_prec,0.8682539682539684,0.9565217391304348,0.6285714285714286
394,98,RF,0.7952380952380953,0.7878787878787878,0.7428571428571429
395,98,Dummy,0.5809523809523811,0.6585365853658537,0.7714285714285715
396,99,SVC_rec,0.7952380952380952,0.6666666666666666,0.9714285714285714
397,99,SVC_prec,0.853968253968254,0.9,0.7714285714285715
398,99,RF,0.8444444444444444,0.8285714285714286,0.8285714285714286
399,99,Dummy,0.5801587301587301,0.7045454545454546,0.8857142857142857
400,100,SVC_rec,0.7952380952380952,0.660377358490566,1.0
401,100,SVC_prec,0.946031746031746,1.0,0.6
402,100,RF,0.8857142857142857,0.8055555555555556,0.8285714285714286
403,100,Dummy,0.49523809523809526,0.6388888888888888,0.6571428571428571
404,101,SVC_rec,0.819047619047619,0.6666666666666666,0.9714285714285714
405,101,SVC_prec,0.8317460317460318,0.9583333333333334,0.6571428571428571
