Iteration,AUC,Precision,Recall,Contrast
<built-in function iter>,-0.24761904761904763,-0.15934959349593503,0.08571428571428574,Dummy-RF
<built-in function iter>,-0.4380952380952381,-0.17647058823529405,-0.17142857142857149,Dummy-RF
<built-in function iter>,-0.4119047619047618,-0.27822580645161277,-0.22857142857142865,Dummy-RF
<built-in function iter>,-0.22777777777777786,-0.1568627450980392,-0.17142857142857149,Dummy-RF
<built-in function iter>,-0.43730158730158725,-0.2298850574712642,-0.17142857142857149,Dummy-RF
<built-in function iter>,-0.4261904761904761,-0.18947368421052635,0.0,Dummy-RF
<built-in function iter>,-0.31666666666666665,-0.33176470588235296,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.3055555555555555,-0.08845208845208852,0.0,Dummy-RF
<built-in function iter>,-0.3047619047619047,-0.12777777777777777,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.3912698412698413,-0.13122171945701355,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.3261904761904761,-0.16193181818181823,-0.17142857142857149,Dummy-RF
<built-in function iter>,-0.3769841269841269,-0.24558139534883727,0.17142857142857149,Dummy-RF
<built-in function iter>,-0.39285714285714274,-0.2785714285714286,0.0,Dummy-RF
<built-in function iter>,-0.3730158730158731,-0.10555555555555562,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.2650793650793651,-0.17559523809523814,-0.37142857142857144,Dummy-RF
<built-in function iter>,-0.23412698412698418,-0.16152450090744108,0.02857142857142858,Dummy-RF
<built-in function iter>,-0.2968253968253969,-0.17647058823529405,-0.17142857142857149,Dummy-RF
<built-in function iter>,-0.31031746031746044,-0.1891495601173021,0.08571428571428563,Dummy-RF
<built-in function iter>,-0.2936507936507936,-0.18627450980392157,-0.22857142857142854,Dummy-RF
<built-in function iter>,-0.3944444444444445,-0.12558139534883728,0.02857142857142858,Dummy-RF
<built-in function iter>,-0.3119047619047618,-0.17045454545454541,0.08571428571428563,Dummy-RF
<built-in function iter>,-0.330952380952381,-0.2588904694167852,-0.2571428571428571,Dummy-RF
<built-in function iter>,-0.27301587301587305,-0.23030303030303034,-0.1428571428571429,Dummy-RF
<built-in function iter>,-0.3587301587301588,-0.17690058479532167,-0.22857142857142854,Dummy-RF
<built-in function iter>,-0.3992063492063491,-0.34725274725274724,-0.2857142857142857,Dummy-RF
<built-in function iter>,-0.319047619047619,-0.23362658846529816,-0.25714285714285723,Dummy-RF
<built-in function iter>,-0.43492063492063504,-0.17647058823529405,-0.17142857142857137,Dummy-RF
<built-in function iter>,-0.4095238095238094,-0.20906200317965007,-0.1428571428571428,Dummy-RF
<built-in function iter>,-0.49603174603174616,-0.22445820433436525,-0.1428571428571428,Dummy-RF
<built-in function iter>,-0.484920634920635,-0.2321428571428571,0.02857142857142858,Dummy-RF
<built-in function iter>,-0.2761904761904762,-0.34999999999999987,-0.20000000000000007,Dummy-RF
<built-in function iter>,-0.39999999999999997,-0.22546419098143233,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.453174603174603,-0.1679316888045539,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.29841269841269846,-0.08571428571428574,-0.20000000000000007,Dummy-RF
<built-in function iter>,-0.23412698412698418,-0.1406025824964131,0.0,Dummy-RF
<built-in function iter>,-0.30396825396825394,-0.1947368421052632,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.5047619047619049,-0.27352472089314195,-0.17142857142857149,Dummy-RF
<built-in function iter>,-0.40396825396825403,-0.16768292682926833,0.02857142857142858,Dummy-RF
<built-in function iter>,-0.28015873015873016,-0.12741312741312738,-0.08571428571428563,Dummy-RF
<built-in function iter>,-0.2841269841269843,-0.18081494057724956,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.3666666666666668,-0.11711711711711714,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.33809523809523795,-0.2447735191637631,-0.4857142857142858,Dummy-RF
<built-in function iter>,-0.3833333333333334,-0.20278745644599294,-0.08571428571428563,Dummy-RF
<built-in function iter>,-0.33492063492063495,-0.2444219066937119,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.28015873015873005,-0.18301158301158293,-0.1428571428571428,Dummy-RF
<built-in function iter>,-0.4095238095238095,-0.13333333333333341,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.42380952380952375,-0.36875,-0.28571428571428575,Dummy-RF
<built-in function iter>,-0.2492063492063492,-0.11904761904761907,-0.1428571428571428,Dummy-RF
<built-in function iter>,-0.4579365079365079,-0.25603448275862073,0.0,Dummy-RF
<built-in function iter>,-0.41507936507936505,-0.15366795366795372,-0.19999999999999996,Dummy-RF
<built-in function iter>,-0.4111111111111113,-0.28888888888888886,-0.1428571428571429,Dummy-RF
<built-in function iter>,-0.4626984126984127,-0.10890527509926262,-0.17142857142857137,Dummy-RF
<built-in function iter>,-0.2634920634920635,-0.1927609427609428,0.17142857142857149,Dummy-RF
<built-in function iter>,-0.24444444444444446,-0.14883720930232558,0.0,Dummy-RF
<built-in function iter>,-0.3285714285714285,-0.2611111111111112,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.5293650793650794,-0.17290552584670227,-0.1428571428571429,Dummy-RF
<built-in function iter>,-0.23730158730158735,-0.24288425047438322,-0.2857142857142858,Dummy-RF
<built-in function iter>,-0.3111111111111111,-0.2508662508662508,-0.22857142857142854,Dummy-RF
<built-in function iter>,-0.2873015873015873,-0.21746031746031746,-0.20000000000000007,Dummy-RF
<built-in function iter>,-0.5063492063492063,-0.21621621621621623,-0.22857142857142854,Dummy-RF
<built-in function iter>,-0.3166666666666666,-0.1636506687647522,0.05714285714285716,Dummy-RF
<built-in function iter>,-0.24444444444444435,-0.16911764705882348,-0.20000000000000007,Dummy-RF
<built-in function iter>,-0.3626984126984126,-0.12184873949579822,-0.1428571428571428,Dummy-RF
<built-in function iter>,-0.35476190476190467,-0.26515151515151514,-0.20000000000000007,Dummy-RF
<built-in function iter>,-0.3777777777777779,-0.20909090909090922,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.39523809523809533,-0.12121212121212122,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.45238095238095244,-0.2777777777777777,-0.2857142857142858,Dummy-RF
<built-in function iter>,-0.2888888888888888,-0.19220779220779227,-0.22857142857142865,Dummy-RF
<built-in function iter>,-0.31031746031746044,-0.10357142857142865,0.0,Dummy-RF
<built-in function iter>,-0.3325396825396826,-0.1947368421052632,-0.1428571428571429,Dummy-RF
<built-in function iter>,-0.3769841269841269,-0.16028708133971292,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.4047619047619047,-0.2676767676767676,-0.20000000000000007,Dummy-RF
<built-in function iter>,-0.42460317460317454,-0.2870370370370372,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.30793650793650784,-0.18968253968253979,-0.17142857142857149,Dummy-RF
<built-in function iter>,-0.3531746031746031,-0.15040650406504064,0.08571428571428574,Dummy-RF
<built-in function iter>,-0.41587301587301584,-0.21785714285714286,-0.1428571428571429,Dummy-RF
<built-in function iter>,-0.3849206349206348,-0.16193181818181823,-0.17142857142857149,Dummy-RF
<built-in function iter>,-0.37777777777777777,-0.11547911547911549,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.38412698412698415,-0.18675721561969438,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.2698412698412699,-0.23886639676113375,0.05714285714285716,Dummy-RF
<built-in function iter>,-0.19603174603174622,-0.10056925996204924,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.3055555555555554,-0.17507002801120441,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.4103174603174602,-0.27539682539682553,-0.25714285714285723,Dummy-RF
<built-in function iter>,-0.5317460317460317,-0.22141560798548088,-0.40000000000000013,Dummy-RF
<built-in function iter>,-0.22619047619047605,-0.3261562998405103,-0.22857142857142865,Dummy-RF
<built-in function iter>,-0.36587301587301596,-0.14761904761904765,-0.17142857142857137,Dummy-RF
<built-in function iter>,-0.2587301587301587,-0.19047619047619047,0.05714285714285716,Dummy-RF
<built-in function iter>,-0.26269841269841276,-0.17106549364613888,-0.20000000000000007,Dummy-RF
<built-in function iter>,-0.22777777777777786,-0.16216216216216217,-0.17142857142857149,Dummy-RF
<built-in function iter>,-0.3285714285714286,-0.17062818336162988,-0.3142857142857143,Dummy-RF
<built-in function iter>,-0.4285714285714286,-0.1369731800766284,-0.2857142857142857,Dummy-RF
<built-in function iter>,-0.2706349206349208,-0.18181818181818188,-0.17142857142857149,Dummy-RF
<built-in function iter>,-0.3984126984126985,-0.125,-0.1428571428571428,Dummy-RF
<built-in function iter>,-0.4174603174603173,-0.20575414123801228,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.12539682539682528,-0.09210526315789469,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.3682539682539683,-0.15291607396870555,-0.1428571428571428,Dummy-RF
<built-in function iter>,-0.37539682539682534,-0.1018099547511312,-0.25714285714285723,Dummy-RF
<built-in function iter>,-0.20714285714285707,-0.25,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.13174603174603172,-0.18614718614718617,-0.1428571428571429,Dummy-RF
<built-in function iter>,-0.4301587301587302,-0.3099567099567099,-0.34285714285714286,Dummy-RF
<built-in function iter>,-0.3555555555555555,-0.21785714285714286,-0.1428571428571429,Dummy-RF
<built-in function iter>,-0.3349206349206349,-0.15714285714285714,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.2952380952380954,-0.2738095238095237,-0.2571428571428571,Dummy-RF
<built-in function iter>,-0.27142857142857146,-0.22057787174066246,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.37539682539682545,-0.12787723785166238,0.11428571428571432,Dummy-RF
<built-in function iter>,-0.3396825396825396,-0.22857142857142854,-0.22857142857142854,Dummy-RF
<built-in function iter>,-0.4373015873015872,-0.08205128205128198,0.0,Dummy-RF
<built-in function iter>,-0.5246031746031746,-0.3052475979305248,-0.1428571428571428,Dummy-RF
<built-in function iter>,-0.41984126984126974,-0.23886639676113375,0.05714285714285716,Dummy-RF
