,AUC,Classifier,Depth,Iteration,Precision,Recall
117,0.5357142857142857,Dummy,1,58,0.5357142857142857,0.42857142857142855
118,0.8095238095238094,RF_w,1,59,0.8235294117647058,0.8
119,0.3968253968253968,Dummy,1,59,0.6578947368421053,0.7142857142857143
120,0.8412698412698412,RF_w,1,60,0.8055555555555556,0.8285714285714286
121,0.48095238095238096,Dummy,1,60,0.6857142857142857,0.6857142857142857
122,0.7619047619047619,RF_w,1,61,0.7567567567567568,0.8
123,0.4531746031746032,Dummy,1,61,0.6486486486486487,0.6857142857142857
124,0.719047619047619,RF_w,1,62,0.7428571428571429,0.7428571428571429
125,0.5103174603174603,Dummy,1,62,0.696969696969697,0.6571428571428571
126,0.9047619047619047,RF_w,1,63,0.9354838709677419,0.8285714285714286
127,0.384920634920635,Dummy,1,63,0.625,0.5714285714285714
128,0.8571428571428571,RF_w,1,64,0.8181818181818182,0.7714285714285715
129,0.3547619047619047,Dummy,1,64,0.6451612903225806,0.5714285714285714
130,0.9031746031746032,RF_w,1,65,0.8529411764705882,0.8285714285714286
131,0.6079365079365079,Dummy,1,65,0.6216216216216216,0.6571428571428571
132,0.8095238095238095,RF_w,1,66,0.8571428571428571,0.8571428571428571
133,0.5095238095238096,Dummy,1,66,0.6923076923076923,0.7714285714285715
134,0.8523809523809524,RF_w,1,67,0.7857142857142857,0.9428571428571428
135,0.4396825396825397,Dummy,1,67,0.6857142857142857,0.6857142857142857
136,0.8857142857142858,RF_w,1,68,0.8125,0.7428571428571429
137,0.6079365079365079,Dummy,1,68,0.65625,0.6
138,0.8365079365079365,RF_w,1,69,0.84375,0.7714285714285715
139,0.5793650793650794,Dummy,1,69,0.6785714285714286,0.5428571428571428
140,0.8126984126984127,RF_w,1,70,0.7878787878787878,0.7428571428571429
141,0.6222222222222222,Dummy,1,70,0.6451612903225806,0.5714285714285714
142,0.7666666666666666,RF_w,1,71,0.8214285714285714,0.6571428571428571
143,0.49603174603174605,Dummy,1,71,0.6944444444444444,0.7142857142857143
144,0.9142857142857144,RF_w,1,72,0.875,0.8
145,0.4103174603174603,Dummy,1,72,0.5666666666666667,0.4857142857142857
146,0.873015873015873,RF_w,1,73,0.8055555555555556,0.8285714285714286
147,0.4523809523809524,Dummy,1,73,0.6666666666666666,0.8
148,0.9126984126984127,RF_w,1,74,0.8108108108108109,0.8571428571428571
149,0.39841269841269844,Dummy,1,74,0.6410256410256411,0.7142857142857143
150,0.9269841269841271,RF_w,1,75,0.8823529411764706,0.8571428571428571
151,0.4246031746031746,Dummy,1,75,0.6666666666666666,0.6857142857142857
152,0.8476190476190476,RF_w,1,76,0.8387096774193549,0.7428571428571429
153,0.4793650793650793,Dummy,1,76,0.7352941176470589,0.7142857142857143
154,0.9031746031746032,RF_w,1,77,0.8787878787878788,0.8285714285714286
155,0.396031746031746,Dummy,1,77,0.7222222222222222,0.7428571428571429
156,0.9031746031746032,RF_w,1,78,0.8529411764705882,0.8285714285714286
157,0.396031746031746,Dummy,1,78,0.6333333333333333,0.5428571428571428
158,0.7825396825396826,RF_w,1,79,0.7647058823529411,0.7428571428571429
159,0.42619047619047623,Dummy,1,79,0.6756756756756757,0.7142857142857143
160,0.8174603174603174,RF_w,1,80,0.8,0.6857142857142857
161,0.5373015873015873,Dummy,1,80,0.6470588235294118,0.6285714285714286
162,0.8388888888888889,RF_w,1,81,0.775,0.8857142857142857
163,0.6626984126984128,Dummy,1,81,0.7222222222222222,0.7428571428571429
164,0.8492063492063492,RF_w,1,82,0.8157894736842105,0.8857142857142857
165,0.5222222222222223,Dummy,1,82,0.6571428571428571,0.6571428571428571
166,0.8349206349206348,RF_w,1,83,0.8620689655172413,0.7142857142857143
167,0.5238095238095238,Dummy,1,83,0.6666666666666666,0.6285714285714286
168,0.7444444444444445,RF_w,1,84,0.7428571428571429,0.7428571428571429
169,0.4666666666666667,Dummy,1,84,0.6666666666666666,0.6285714285714286
170,0.8111111111111111,RF_w,1,85,0.8055555555555556,0.8285714285714286
171,0.5373015873015873,Dummy,1,85,0.6764705882352942,0.6571428571428571
172,0.8206349206349206,RF_w,1,86,0.8108108108108109,0.8571428571428571
173,0.46746031746031746,Dummy,1,86,0.7222222222222222,0.7428571428571429
174,0.8587301587301588,RF_w,1,87,0.8888888888888888,0.6857142857142857
175,0.3976190476190476,Dummy,1,87,0.5789473684210527,0.6285714285714286
176,0.9111111111111111,RF_w,1,88,0.8648648648648649,0.9142857142857143
177,0.46825396825396826,Dummy,1,88,0.6842105263157895,0.7428571428571429
178,0.8111111111111111,RF_w,1,89,0.8611111111111112,0.8857142857142857
179,0.5095238095238096,Dummy,1,89,0.6410256410256411,0.7142857142857143
180,0.8253968253968254,RF_w,1,90,0.8181818181818182,0.7714285714285715
181,0.4373015873015873,Dummy,1,90,0.7096774193548387,0.6285714285714286
182,0.8142857142857143,RF_w,1,91,0.8181818181818182,0.7714285714285715
183,0.5785714285714285,Dummy,1,91,0.6388888888888888,0.6571428571428571
184,0.8333333333333334,RF_w,1,92,0.8285714285714286,0.8285714285714286
185,0.5936507936507937,Dummy,1,92,0.6410256410256411,0.7142857142857143
186,0.8047619047619048,RF_w,1,93,0.8,0.8
187,0.396031746031746,Dummy,1,93,0.696969696969697,0.6571428571428571
188,0.8936507936507936,RF_w,1,94,0.9,0.7714285714285715
189,0.4396825396825397,Dummy,1,94,0.7894736842105263,0.8571428571428571
190,0.9333333333333333,RF_w,1,95,0.8421052631578947,0.9142857142857143
191,0.6087301587301588,Dummy,1,95,0.6666666666666666,0.6285714285714286
192,0.7571428571428572,RF_w,1,96,0.7575757575757576,0.7142857142857143
193,0.48095238095238096,Dummy,1,96,0.6585365853658537,0.7714285714285715
194,0.8634920634920635,RF_w,1,97,0.8285714285714286,0.8285714285714286
195,0.5793650793650794,Dummy,1,97,0.7567567567567568,0.8
196,0.7841269841269841,RF_w,1,98,0.6842105263157895,0.7428571428571429
197,0.4103174603174603,Dummy,1,98,0.75,0.6857142857142857
198,0.8476190476190476,RF_w,1,99,0.8285714285714286,0.8285714285714286
199,0.42619047619047623,Dummy,1,99,0.65625,0.6
200,0.8904761904761905,RF_w,1,100,0.7941176470588235,0.7714285714285715
201,0.5658730158730159,Dummy,1,100,0.6470588235294118,0.6285714285714286
202,0.873015873015873,RF_w,1,101,0.8928571428571429,0.7142857142857143
203,0.5515873015873016,Dummy,1,101,0.6285714285714286,0.6285714285714286
204,0.8507936507936507,RF_w,1,102,0.8529411764705882,0.8285714285714286
205,0.46746031746031746,Dummy,1,102,0.6764705882352942,0.6571428571428571
206,0.8047619047619048,RF_w,1,103,0.8333333333333334,0.8571428571428571
207,0.5801587301587301,Dummy,1,103,0.7105263157894737,0.7714285714285715
208,0.8476190476190476,RF_w,1,104,0.8620689655172413,0.7142857142857143
209,0.4111111111111111,Dummy,1,104,0.6111111111111112,0.6285714285714286
210,0.8412698412698413,RF_w,1,105,0.7631578947368421,0.8285714285714286
211,0.4246031746031746,Dummy,1,105,0.6388888888888888,0.6571428571428571
212,0.7380952380952381,RF_w,1,106,0.7714285714285715,0.7714285714285715
213,0.5222222222222223,Dummy,1,106,0.7142857142857143,0.7142857142857143
214,0.8238095238095238,RF_w,1,107,0.7941176470588235,0.7714285714285715
215,0.5380952380952382,Dummy,1,107,0.5757575757575758,0.5428571428571428
216,0.8444444444444444,RF_w,1,108,0.8709677419354839,0.7714285714285715
217,0.49523809523809526,Dummy,1,108,0.65,0.7428571428571429
218,0.826984126984127,RF_w,1,109,0.8235294117647058,0.8
219,0.5373015873015873,Dummy,1,109,0.6842105263157895,0.7428571428571429
220,0.9285714285714286,RF_w,1,110,0.9117647058823529,0.8857142857142857
221,0.48095238095238096,Dummy,1,110,0.7058823529411765,0.6857142857142857
222,0.8174603174603174,RF_w,1,111,0.8125,0.7428571428571429
223,0.396031746031746,Dummy,1,111,0.625,0.5714285714285714
224,0.8952380952380952,RF_w,1,112,0.8571428571428571,0.8571428571428571
225,0.5238095238095238,Dummy,1,112,0.6764705882352942,0.6571428571428571
226,0.9587301587301588,RF_w,1,113,0.868421052631579,0.9428571428571428
227,0.5531746031746032,Dummy,1,113,0.7222222222222222,0.7428571428571429
228,0.8285714285714286,RF_w,1,114,0.8055555555555556,0.8285714285714286
229,0.5087301587301587,Dummy,1,114,0.6666666666666666,0.6285714285714286
230,0.8523809523809525,RF_w,1,115,0.8333333333333334,0.8571428571428571
231,0.4388888888888889,Dummy,1,115,0.6666666666666666,0.7428571428571429
232,0.8365079365079365,RF_w,1,116,0.8333333333333334,0.8571428571428571
233,0.4111111111111111,Dummy,1,116,0.5714285714285714,0.5714285714285714
234,0.888888888888889,RF_w,1,117,0.8421052631578947,0.9142857142857143
235,0.46825396825396826,Dummy,1,117,0.6923076923076923,0.7714285714285715
236,0.8015873015873016,RF_w,1,118,0.8125,0.7428571428571429
237,0.48174603174603176,Dummy,1,118,0.6388888888888888,0.6571428571428571
238,0.7984126984126985,RF_w,1,119,0.7428571428571429,0.7428571428571429
239,0.3976190476190476,Dummy,1,119,0.7297297297297297,0.7714285714285715
240,0.7349206349206349,RF_w,1,120,0.75,0.7714285714285715
241,0.5095238095238096,Dummy,1,120,0.6388888888888888,0.6571428571428571
242,0.861904761904762,RF_w,1,121,0.7692307692307693,0.8571428571428571
243,0.5373015873015873,Dummy,1,121,0.6774193548387096,0.6
244,0.8,RF_w,1,122,0.7941176470588235,0.7714285714285715
245,0.5936507936507937,Dummy,1,122,0.6666666666666666,0.6857142857142857
246,0.892063492063492,RF_w,1,123,0.8157894736842105,0.8857142857142857
247,0.5801587301587301,Dummy,1,123,0.6857142857142857,0.6857142857142857
248,0.8142857142857144,RF_w,1,124,0.7837837837837838,0.8285714285714286
249,0.4666666666666667,Dummy,1,124,0.59375,0.5428571428571428
250,0.8460317460317461,RF_w,1,125,0.8333333333333334,0.8571428571428571
251,0.6079365079365079,Dummy,1,125,0.6857142857142857,0.6857142857142857
252,0.807936507936508,RF_w,1,126,0.7837837837837838,0.8285714285714286
253,0.45476190476190476,Dummy,1,126,0.7027027027027027,0.7428571428571429
254,0.7857142857142858,RF_w,1,127,0.7435897435897436,0.8285714285714286
255,0.5380952380952382,Dummy,1,127,0.7352941176470589,0.7142857142857143
256,0.8269841269841269,RF_w,1,128,0.8,0.6857142857142857
257,0.48174603174603176,Dummy,1,128,0.71875,0.6571428571428571
258,0.7904761904761904,RF_w,1,129,0.8125,0.7428571428571429
259,0.3817460317460317,Dummy,1,129,0.6666666666666666,0.6857142857142857
260,0.8698412698412699,RF_w,1,130,0.8857142857142857,0.8857142857142857
261,0.39365079365079364,Dummy,1,130,0.6666666666666666,0.6857142857142857
262,0.8126984126984128,RF_w,1,131,0.7941176470588235,0.7714285714285715
263,0.49523809523809526,Dummy,1,131,0.6666666666666666,0.7428571428571429
264,0.7587301587301588,RF_w,1,132,0.7428571428571429,0.7428571428571429
265,0.5801587301587301,Dummy,1,132,0.6111111111111112,0.6285714285714286
266,0.7999999999999998,RF_w,1,133,0.8235294117647058,0.8
267,0.4666666666666667,Dummy,1,133,0.6764705882352942,0.6571428571428571
268,0.8412698412698412,RF_w,1,134,0.8928571428571429,0.7142857142857143
269,0.45396825396825397,Dummy,1,134,0.7105263157894737,0.7714285714285715
270,0.9555555555555555,RF_w,1,135,0.9310344827586207,0.7714285714285715
271,0.5230158730158729,Dummy,1,135,0.7096774193548387,0.6285714285714286
272,0.9063492063492063,RF_w,1,136,0.8,0.8
273,0.49444444444444446,Dummy,1,136,0.7142857142857143,0.5714285714285714
274,0.919047619047619,RF_w,1,137,0.9090909090909091,0.8571428571428571
275,0.49523809523809526,Dummy,1,137,0.6285714285714286,0.6285714285714286
276,0.8904761904761905,RF_w,1,138,0.84375,0.7714285714285715
277,0.5507936507936508,Dummy,1,138,0.8,0.8
278,0.8523809523809522,RF_w,1,139,0.8666666666666667,0.7428571428571429
279,0.42380952380952386,Dummy,1,139,0.6333333333333333,0.5428571428571428
280,0.8253968253968255,RF_w,1,140,0.8333333333333334,0.7142857142857143
281,0.5087301587301587,Dummy,1,140,0.6285714285714286,0.6285714285714286
282,0.8904761904761905,RF_w,1,141,0.8823529411764706,0.8571428571428571
283,0.44047619047619047,Dummy,1,141,0.7567567567567568,0.8
284,0.7825396825396824,RF_w,1,142,0.7567567567567568,0.8
285,0.3412698412698413,Dummy,1,142,0.6176470588235294,0.6
286,0.7666666666666667,RF_w,1,143,0.7894736842105263,0.8571428571428571
287,0.49603174603174605,Dummy,1,143,0.7435897435897436,0.8285714285714286
288,0.9126984126984127,RF_w,1,144,0.8421052631578947,0.9142857142857143
289,0.46587301587301577,Dummy,1,144,0.6756756756756757,0.7142857142857143
290,0.8333333333333334,RF_w,1,145,0.8108108108108109,0.8571428571428571
291,0.5650793650793651,Dummy,1,145,0.6097560975609756,0.7142857142857143
292,0.819047619047619,RF_w,1,146,0.7837837837837838,0.8285714285714286
293,0.4380952380952381,Dummy,1,146,0.6666666666666666,0.6285714285714286
294,0.8222222222222223,RF_w,1,147,0.8333333333333334,0.8571428571428571
295,0.5365079365079365,Dummy,1,147,0.71875,0.6571428571428571
296,0.8825396825396825,RF_w,1,148,0.8571428571428571,0.8571428571428571
297,0.44047619047619047,Dummy,1,148,0.6578947368421053,0.7142857142857143
298,0.8126984126984127,RF_w,1,149,0.775,0.8857142857142857
299,0.45396825396825397,Dummy,1,149,0.696969696969697,0.6571428571428571
300,0.915873015873016,RF_w,1,150,0.868421052631579,0.9428571428571428
301,0.5785714285714285,Dummy,1,150,0.6774193548387096,0.6
302,0.892063492063492,RF_w,1,151,0.84375,0.7714285714285715
303,0.5071428571428571,Dummy,1,151,0.6388888888888888,0.6571428571428571
304,0.946031746031746,RF_w,1,152,0.967741935483871,0.8571428571428571
305,0.5373015873015873,Dummy,1,152,0.5833333333333334,0.6
306,0.8825396825396825,RF_w,1,153,0.8529411764705882,0.8285714285714286
307,0.6079365079365079,Dummy,1,153,0.6363636363636364,0.6
308,0.8714285714285714,RF_w,1,154,0.8387096774193549,0.7428571428571429
309,0.5785714285714285,Dummy,1,154,0.6666666666666666,0.6857142857142857
310,0.842857142857143,RF_w,1,155,0.8181818181818182,0.7714285714285715
311,0.4103174603174603,Dummy,1,155,0.6875,0.6285714285714286
312,0.8571428571428571,RF_w,1,156,0.8181818181818182,0.7714285714285715
313,0.5380952380952382,Dummy,1,156,0.6571428571428571,0.6571428571428571
314,0.8079365079365081,RF_w,1,157,0.7894736842105263,0.8571428571428571
315,0.4825396825396826,Dummy,1,157,0.6176470588235294,0.6
316,0.8158730158730159,RF_w,1,158,0.8333333333333334,0.8571428571428571
317,0.4253968253968254,Dummy,1,158,0.631578947368421,0.6857142857142857
318,0.7746031746031745,RF_w,1,159,0.8,0.8
319,0.4523809523809524,Dummy,1,159,0.6818181818181818,0.8571428571428571
320,0.9412698412698414,RF_w,1,160,0.8857142857142857,0.8857142857142857
321,0.49603174603174605,Dummy,1,160,0.6486486486486487,0.6857142857142857
322,0.8365079365079364,RF_w,1,161,0.8125,0.7428571428571429
323,0.48095238095238096,Dummy,1,161,0.717948717948718,0.8
324,0.8428571428571427,RF_w,1,162,0.8529411764705882,0.8285714285714286
325,0.46746031746031746,Dummy,1,162,0.5862068965517241,0.4857142857142857
326,0.8809523809523809,RF_w,1,163,0.8529411764705882,0.8285714285714286
327,0.5230158730158729,Dummy,1,163,0.7027027027027027,0.7428571428571429
328,0.8555555555555556,RF_w,1,164,0.896551724137931,0.7428571428571429
329,0.49444444444444446,Dummy,1,164,0.7058823529411765,0.6857142857142857
330,0.9428571428571428,RF_w,1,165,0.9142857142857143,0.9142857142857143
331,0.5523809523809524,Dummy,1,165,0.7352941176470589,0.7142857142857143
332,0.8666666666666667,RF_w,1,166,0.8108108108108109,0.8571428571428571
333,0.4380952380952381,Dummy,1,166,0.71875,0.6571428571428571
334,0.8555555555555557,RF_w,1,167,0.8620689655172413,0.7142857142857143
335,0.3976190476190476,Dummy,1,167,0.7941176470588235,0.7714285714285715
336,0.8888888888888888,RF_w,1,168,0.8529411764705882,0.8285714285714286
337,0.4253968253968254,Dummy,1,168,0.7317073170731707,0.8571428571428571
338,0.8142857142857144,RF_w,1,169,0.8064516129032258,0.7142857142857143
339,0.48095238095238096,Dummy,1,169,0.6111111111111112,0.6285714285714286
340,0.8873015873015874,RF_w,1,170,0.8285714285714286,0.8285714285714286
341,0.4396825396825397,Dummy,1,170,0.6111111111111112,0.6285714285714286
342,0.8619047619047618,RF_w,1,171,0.7894736842105263,0.8571428571428571
343,0.49365079365079356,Dummy,1,171,0.6285714285714286,0.6285714285714286
344,0.8634920634920635,RF_w,1,172,0.7631578947368421,0.8285714285714286
345,0.5507936507936508,Dummy,1,172,0.5625,0.5142857142857142
346,0.8222222222222222,RF_w,1,173,0.8571428571428571,0.8571428571428571
347,0.5103174603174603,Dummy,1,173,0.6486486486486487,0.6857142857142857
348,0.8698412698412699,RF_w,1,174,0.8157894736842105,0.8857142857142857
349,0.5095238095238096,Dummy,1,174,0.6410256410256411,0.7142857142857143
350,0.8587301587301587,RF_w,1,175,0.875,0.8
351,0.5373015873015873,Dummy,1,175,0.6578947368421053,0.7142857142857143
352,0.9285714285714285,RF_w,1,176,0.90625,0.8285714285714286
353,0.4523809523809524,Dummy,1,176,0.6666666666666666,0.6285714285714286
354,0.8428571428571429,RF_w,1,177,0.8333333333333334,0.8571428571428571
355,0.4555555555555556,Dummy,1,177,0.65625,0.6
356,0.9063492063492063,RF_w,1,178,0.8787878787878788,0.8285714285714286
357,0.4666666666666667,Dummy,1,178,0.7272727272727273,0.6857142857142857
358,0.8809523809523809,RF_w,1,179,0.7804878048780488,0.9142857142857143
359,0.6206349206349207,Dummy,1,179,0.696969696969697,0.6571428571428571
360,0.9571428571428572,RF_w,1,180,1.0,0.9428571428571428
361,0.42619047619047623,Dummy,1,180,0.6111111111111112,0.6285714285714286
362,0.7873015873015873,RF_w,1,181,0.8387096774193549,0.7428571428571429
363,0.5642857142857143,Dummy,1,181,0.6944444444444444,0.7142857142857143
364,0.7984126984126984,RF_w,1,182,0.7352941176470589,0.7142857142857143
365,0.3833333333333333,Dummy,1,182,0.7241379310344828,0.6
366,0.8523809523809524,RF_w,1,183,0.8888888888888888,0.9142857142857143
367,0.46825396825396826,Dummy,1,183,0.65625,0.6
368,0.7507936507936509,RF_w,1,184,0.7714285714285715,0.7714285714285715
369,0.4801587301587301,Dummy,1,184,0.6129032258064516,0.5428571428571428
370,0.746031746031746,RF_w,1,185,0.8181818181818182,0.7714285714285715
371,0.5365079365079365,Dummy,1,185,0.6428571428571429,0.5142857142857142
372,0.6984126984126984,RF_w,1,186,0.8108108108108109,0.8571428571428571
373,0.4253968253968254,Dummy,1,186,0.7352941176470589,0.7142857142857143
374,0.9031746031746033,RF_w,1,187,0.90625,0.8285714285714286
375,0.5103174603174603,Dummy,1,187,0.5714285714285714,0.5714285714285714
376,0.7857142857142858,RF_w,1,188,0.8055555555555556,0.8285714285714286
377,0.5365079365079365,Dummy,1,188,0.6666666666666666,0.6857142857142857
378,0.8587301587301587,RF_w,1,189,0.8235294117647058,0.8
379,0.5523809523809524,Dummy,1,189,0.6388888888888888,0.6571428571428571
