Iteration,AUC,Precision,Recall,Contrast
<built-in function iter>,-0.4341269841269841,-0.1984848484848485,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.3126984126984127,-0.1540404040404041,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.45634920634920634,-0.2538699690402475,-0.17142857142857137,Dummy-RF
<built-in function iter>,-0.26269841269841254,-0.16370967741935483,0.02857142857142858,Dummy-RF
<built-in function iter>,-0.3230158730158731,-0.09967320261437906,-0.1428571428571429,Dummy-RF
<built-in function iter>,-0.27460317460317474,-0.025049439683586083,0.05714285714285705,Dummy-RF
<built-in function iter>,-0.18095238095238098,-0.12745098039215685,-0.1428571428571429,Dummy-RF
<built-in function iter>,-0.35158730158730156,-0.28003613369467006,0.05714285714285716,Dummy-RF
<built-in function iter>,-0.4174603174603174,-0.06891025641025639,0.08571428571428574,Dummy-RF
<built-in function iter>,-0.4793650793650792,-0.253781512605042,-0.22857142857142854,Dummy-RF
<built-in function iter>,-0.1436507936507937,-0.161904761904762,-0.1428571428571429,Dummy-RF
<built-in function iter>,-0.34920634920634913,-0.13055555555555554,-0.22857142857142854,Dummy-RF
<built-in function iter>,-0.5452380952380953,-0.13322368421052633,0.0,Dummy-RF
<built-in function iter>,-0.4626984126984128,-0.17032967032967028,0.05714285714285716,Dummy-RF
<built-in function iter>,-0.40555555555555556,-0.13749999999999996,0.02857142857142858,Dummy-RF
<built-in function iter>,-0.26984126984126977,-0.2333333333333334,-0.20000000000000007,Dummy-RF
<built-in function iter>,-0.40079365079365076,-0.16083916083916072,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.28015873015873016,-0.17992277992277994,-0.1428571428571429,Dummy-RF
<built-in function iter>,-0.2833333333333333,-0.22337662337662345,-0.17142857142857137,Dummy-RF
<built-in function iter>,-0.4912698412698412,-0.24603174603174593,-0.1428571428571429,Dummy-RF
<built-in function iter>,-0.30714285714285705,-0.20713073005093385,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.4166666666666665,-0.21307300509337856,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.45079365079365075,-0.14123801220575416,0.0,Dummy-RF
<built-in function iter>,-0.34841269841269834,-0.1599718111346018,0.02857142857142858,Dummy-RF
<built-in function iter>,-0.34285714285714275,-0.18214285714285705,0.08571428571428574,Dummy-RF
<built-in function iter>,-0.41190476190476194,-0.13821138211382122,-0.19999999999999996,Dummy-RF
<built-in function iter>,-0.27063492063492056,-0.13286264441591777,-0.08571428571428563,Dummy-RF
<built-in function iter>,-0.24285714285714288,-0.23420479302832242,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.19285714285714284,-0.10526315789473684,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.18412698412698403,-0.183410138248848,-0.25714285714285723,Dummy-RF
<built-in function iter>,-0.40793650793650793,-0.19852941176470584,-0.1428571428571429,Dummy-RF
<built-in function iter>,-0.33492063492063495,-0.22000000000000008,0.1428571428571429,Dummy-RF
<built-in function iter>,-0.41349206349206347,-0.19924812030075179,-0.1428571428571428,Dummy-RF
<built-in function iter>,-0.2658730158730159,-0.2086148648648649,-0.3142857142857144,Dummy-RF
<built-in function iter>,-0.2769841269841269,-0.19983619983619982,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.2134920634920635,-0.1056034482758621,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.36587301587301585,-0.1406025824964131,0.0,Dummy-RF
<built-in function iter>,-0.31587301587301586,-0.13931888544891635,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.35873015873015857,-0.3925925925925927,-0.25714285714285723,Dummy-RF
<built-in function iter>,-0.36111111111111105,-0.2550505050505051,-0.3142857142857143,Dummy-RF
<built-in function iter>,-0.21746031746031735,-0.11510263929618769,0.1428571428571429,Dummy-RF
<built-in function iter>,-0.42539682539682544,-0.18660714285714286,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.2960317460317461,-0.17676767676767668,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.4134920634920634,-0.23389355742296913,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.3547619047619047,-0.14171122994652408,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.36825396825396833,-0.2545638945233266,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.5047619047619047,-0.18571428571428572,-0.20000000000000007,Dummy-RF
<built-in function iter>,-0.48174603174603187,-0.1470588235294117,-0.1428571428571429,Dummy-RF
<built-in function iter>,-0.3595238095238095,-0.20714285714285707,0.05714285714285716,Dummy-RF
<built-in function iter>,-0.3404761904761905,-0.21096096096096095,-0.20000000000000007,Dummy-RF
<built-in function iter>,-0.25158730158730164,-0.11605723370429244,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.45634920634920634,-0.2444219066937119,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.3626984126984126,-0.21804511278195493,0.02857142857142858,Dummy-RF
<built-in function iter>,-0.2674603174603173,-0.17488076311605716,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.3976190476190474,-0.3158783783783784,-0.19999999999999996,Dummy-RF
<built-in function iter>,-0.3444444444444444,-0.19901477832512315,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.553174603174603,-0.1965491372843211,0.05714285714285716,Dummy-RF
<built-in function iter>,-0.45158730158730176,-0.280185758513932,-0.37142857142857144,Dummy-RF
<built-in function iter>,-0.32777777777777795,-0.1654411764705882,-0.20000000000000007,Dummy-RF
<built-in function iter>,-0.3047619047619047,-0.19983619983619982,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.2849206349206349,-0.2321428571428571,-0.2857142857142857,Dummy-RF
<built-in function iter>,-0.30079365079365084,-0.2961672473867595,-0.19999999999999996,Dummy-RF
<built-in function iter>,-0.19285714285714284,-0.24411508282476024,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.3103174603174602,0.01482127288578905,0.1428571428571429,Dummy-RF
<built-in function iter>,-0.18968253968253967,-0.09455128205128194,0.05714285714285716,Dummy-RF
<built-in function iter>,-0.4412698412698412,-0.16666666666666674,-0.11428571428571421,Dummy-RF
<built-in function iter>,-0.2222222222222222,-0.12463343108504399,0.1428571428571428,Dummy-RF
<built-in function iter>,-0.32380952380952377,-0.16283783783783778,-0.11428571428571421,Dummy-RF
<built-in function iter>,-0.3119047619047619,-0.2783783783783784,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.4150793650793651,-0.18369175627240153,-0.2857142857142857,Dummy-RF
<built-in function iter>,-0.17380952380952397,-0.17140921409214094,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.2492063492063492,-0.11707317073170731,0.0,Dummy-RF
<built-in function iter>,-0.3031746031746032,-0.1306165099268547,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.2579365079365079,-0.23370429252782188,-0.17142857142857137,Dummy-RF
<built-in function iter>,-0.4333333333333334,-0.2066772655007949,-0.1428571428571428,Dummy-RF
<built-in function iter>,-0.419047619047619,-0.19318181818181823,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.2833333333333333,-0.13978494623655913,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.3777777777777777,-0.018181818181818188,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.34920634920634924,-0.26960784313725483,0.0,Dummy-RF
<built-in function iter>,-0.37222222222222223,-0.22515212981744426,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.5023809523809524,-0.27399380804953555,-0.20000000000000007,Dummy-RF
<built-in function iter>,-0.44126984126984115,-0.29230769230769216,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.41904761904761917,-0.22822580645161272,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.39682539682539675,-0.20000000000000007,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.4246031746031747,-0.18994826311899482,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.5055555555555558,-0.1507936507936507,-0.028571428571428692,Dummy-RF
<built-in function iter>,-0.3174603174603175,-0.1367521367521367,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.16428571428571448,-0.09502923976608191,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.39126984126984143,-0.22672672672672667,-0.2571428571428571,Dummy-RF
<built-in function iter>,-0.29920634920634936,-0.09206081081081086,-0.19999999999999996,Dummy-RF
<built-in function iter>,-0.3650793650793649,-0.1606334841628959,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.3634920634920634,-0.12096774193548387,0.0,Dummy-RF
<built-in function iter>,-0.44841269841269854,-0.17229729729729726,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.2666666666666667,-0.15878378378378377,-0.25714285714285723,Dummy-RF
<built-in function iter>,-0.25476190476190486,-0.2059620596205961,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.3555555555555556,-0.16129032258064524,-0.1428571428571429,Dummy-RF
<built-in function iter>,-0.45238095238095244,-0.3190932868352223,-0.17142857142857137,Dummy-RF
<built-in function iter>,-0.511904761904762,-0.19579831932773106,-0.17142857142857149,Dummy-RF
<built-in function iter>,-0.3031746031746033,-0.2443609022556391,0.0,Dummy-RF
<built-in function iter>,-0.40396825396825387,-0.22352941176470587,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.4587301587301588,-0.24962406015037597,-0.20000000000000007,Dummy-RF
<built-in function iter>,-0.39206349206349217,-0.1228070175438597,-0.17142857142857137,Dummy-RF
<built-in function iter>,-0.43968253968253973,-0.11647727272727271,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.22619047619047594,-0.17280917280917285,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.42222222222222217,-0.2857142857142857,-0.19999999999999996,Dummy-RF
<built-in function iter>,-0.3365079365079364,-0.11402027027027029,0.0,Dummy-RF
<built-in function iter>,-0.2682539682539682,-0.2583465818759936,-0.20000000000000007,Dummy-RF
<built-in function iter>,-0.3642857142857143,-0.21875,-0.20000000000000007,Dummy-RF
<built-in function iter>,-0.48015873015873023,-0.27389162561576363,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.5317460317460317,-0.20909090909090922,-0.2571428571428571,Dummy-RF
<built-in function iter>,-0.38174603174603167,-0.17816091954022995,-0.3142857142857143,Dummy-RF
<built-in function iter>,-0.36904761904761907,-0.17399804496578686,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.48492063492063503,-0.31650641025641024,-0.17142857142857149,Dummy-RF
<built-in function iter>,-0.37460317460317455,-0.25,0.05714285714285716,Dummy-RF
<built-in function iter>,-0.3849206349206349,-0.2279411764705882,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.47857142857142865,-0.161904761904762,-0.25714285714285723,Dummy-RF
<built-in function iter>,-0.4817460317460318,-0.1431818181818182,0.0,Dummy-RF
<built-in function iter>,-0.2666666666666667,-0.20321637426900585,-0.17142857142857137,Dummy-RF
<built-in function iter>,-0.39603174603174596,-0.232574679943101,-0.22857142857142854,Dummy-RF
<built-in function iter>,-0.2849206349206349,-0.31025641025641026,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.5055555555555555,-0.18894009216589847,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.573015873015873,-0.19529206625980822,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.3055555555555556,-0.22499999999999998,0.0,Dummy-RF
<built-in function iter>,-0.35476190476190483,-0.14011379800853485,-0.17142857142857137,Dummy-RF
<built-in function iter>,-0.44126984126984137,-0.4,-0.3142857142857144,Dummy-RF
<built-in function iter>,-0.2785714285714286,-0.24175824175824168,0.0,Dummy-RF
<built-in function iter>,-0.27936507936507937,-0.12342941611234293,0.02857142857142858,Dummy-RF
<built-in function iter>,-0.3301587301587301,-0.25,-0.25714285714285723,Dummy-RF
<built-in function iter>,-0.26190476190476175,-0.21080270067516882,0.02857142857142858,Dummy-RF
<built-in function iter>,-0.3150793650793651,-0.1696914700544464,0.02857142857142858,Dummy-RF
<built-in function iter>,-0.10079365079365088,-0.1546052631578947,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.36269841269841285,-0.32291666666666663,-0.22857142857142865,Dummy-RF
<built-in function iter>,-0.2976190476190474,-0.20972886762360443,-0.3142857142857143,Dummy-RF
<built-in function iter>,-0.3833333333333333,-0.2222222222222222,-0.22857142857142854,Dummy-RF
<built-in function iter>,-0.4404761904761906,-0.18928571428571428,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.5031746031746032,-0.2416666666666667,-0.17142857142857149,Dummy-RF
<built-in function iter>,-0.3015873015873016,-0.25210084033613445,-0.34285714285714297,Dummy-RF
<built-in function iter>,-0.33571428571428563,-0.2753188297074267,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.3833333333333333,-0.1639549436795995,0.08571428571428563,Dummy-RF
<built-in function iter>,-0.45079365079365075,-0.2649727767695098,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.40714285714285714,-0.2142857142857143,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.3404761904761905,-0.2533333333333334,0.02857142857142858,Dummy-RF
<built-in function iter>,-0.34761904761904766,-0.12373737373737381,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.3007936507936507,-0.12063492063492065,-0.1428571428571429,Dummy-RF
<built-in function iter>,-0.4880952380952382,-0.22977941176470584,-0.25714285714285723,Dummy-RF
<built-in function iter>,-0.19365079365079374,-0.12587412587412594,0.0,Dummy-RF
<built-in function iter>,-0.33412698412698416,-0.2811111111111112,0.0,Dummy-RF
<built-in function iter>,-0.2944444444444443,-0.2443609022556391,0.0,Dummy-RF
<built-in function iter>,-0.30317460317460315,-0.12432432432432439,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.29285714285714276,-0.08592132505175987,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.31666666666666654,-0.11742777260018644,0.05714285714285716,Dummy-RF
<built-in function iter>,-0.3222222222222222,-0.1893830703012912,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.19523809523809532,-0.19596774193548383,0.0,Dummy-RF
<built-in function iter>,-0.30079365079365084,-0.19444444444444453,-0.19999999999999996,Dummy-RF
<built-in function iter>,-0.3912698412698413,-0.15135135135135136,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.49285714285714305,-0.17500000000000004,-0.20000000000000007,Dummy-RF
<built-in function iter>,-0.37539682539682534,-0.1351351351351351,-0.1428571428571428,Dummy-RF
<built-in function iter>,-0.28809523809523807,-0.2196078431372549,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.42063492063492053,-0.21052631578947367,-0.22857142857142854,Dummy-RF
<built-in function iter>,-0.37142857142857133,-0.2523809523809524,-0.34285714285714286,Dummy-RF
<built-in function iter>,-0.365079365079365,-0.17608517608517604,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.29761904761904767,-0.17965023847376782,-0.11428571428571421,Dummy-RF
<built-in function iter>,-0.3817460317460316,-0.20906200317965007,-0.1428571428571428,Dummy-RF
<built-in function iter>,-0.43888888888888894,-0.26073131955484896,-0.19999999999999996,Dummy-RF
<built-in function iter>,-0.34206349206349207,-0.12380952380952381,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.48809523809523814,-0.28627450980392144,-0.17142857142857149,Dummy-RF
<built-in function iter>,-0.257142857142857,-0.23504273504273498,0.0,Dummy-RF
<built-in function iter>,-0.4349206349206349,-0.17349607672188305,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.2142857142857144,-0.03076923076923077,-0.34285714285714297,Dummy-RF
<built-in function iter>,-0.4388888888888889,-0.17352941176470582,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.17460317460317465,-0.1823529411764706,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.4904761904761904,-0.1945773524720893,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.45000000000000007,-0.20833333333333337,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.40793650793650793,-0.26254826254826247,-0.22857142857142854,Dummy-RF
<built-in function iter>,-0.338888888888889,-0.19982078853046603,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.31190476190476185,-0.006006006006005982,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.18174603174603166,-0.13532651455546818,-0.34285714285714297,Dummy-RF
<built-in function iter>,-0.4444444444444444,-0.18301158301158293,-0.1428571428571428,Dummy-RF
<built-in function iter>,-0.296825396825397,-0.2444219066937119,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.4095238095238094,-0.25156794425087103,-0.1428571428571428,Dummy-RF
<built-in function iter>,-0.20952380952380945,-0.1823529411764706,-0.20000000000000007,Dummy-RF
<built-in function iter>,-0.32539682539682535,-0.17586206896551726,-0.17142857142857149,Dummy-RF
<built-in function iter>,-0.2674603174603176,-0.1923076923076923,-0.1428571428571428,Dummy-RF
<built-in function iter>,-0.26507936507936514,-0.27313974591651546,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.38730158730158726,-0.16978516978516978,-0.1428571428571428,Dummy-RF
<built-in function iter>,-0.4388888888888891,-0.2170731707317073,0.02857142857142858,Dummy-RF
<built-in function iter>,-0.35317460317460314,-0.09176618478944065,-0.22857142857142854,Dummy-RF
<built-in function iter>,-0.2650793650793653,-0.1518518518518519,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.2142857142857144,-0.1823529411764706,-0.20000000000000007,Dummy-RF
<built-in function iter>,-0.39285714285714274,-0.14324324324324322,0.02857142857142858,Dummy-RF
<built-in function iter>,-0.38730158730158737,-0.3146853146853147,-0.20000000000000007,Dummy-RF
<built-in function iter>,-0.28095238095238106,-0.10130718954248363,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.3888888888888888,-0.16966966966966968,-0.19999999999999996,Dummy-RF
<built-in function iter>,-0.380952380952381,-0.09686411149825791,0.02857142857142847,Dummy-RF
<built-in function iter>,-0.5428571428571429,-0.10810810810810811,-0.11428571428571421,Dummy-RF
<built-in function iter>,-0.2777777777777777,-0.3084677419354839,-0.25714285714285723,Dummy-RF
<built-in function iter>,-0.25634920634920644,-0.21517027863777083,-0.1428571428571429,Dummy-RF
<built-in function iter>,-0.21349206349206362,-0.19047619047619047,-0.22857142857142854,Dummy-RF
<built-in function iter>,-0.20000000000000007,-0.1341991341991342,0.05714285714285705,Dummy-RF
<built-in function iter>,-0.49047619047619057,-0.22857142857142865,0.05714285714285705,Dummy-RF
<built-in function iter>,-0.35317460317460314,-0.20332355816226788,-0.22857142857142865,Dummy-RF
<built-in function iter>,-0.34523809523809534,-0.18157181571815717,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.33253968253968247,-0.14675324675324686,0.02857142857142847,Dummy-RF
<built-in function iter>,-0.31190476190476213,-0.161904761904762,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.3023809523809524,-0.10000000000000009,0.0,Dummy-RF
<built-in function iter>,-0.30555555555555547,-0.16953316953316955,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.38809523809523816,-0.2377622377622377,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.24761904761904763,-0.27727727727727736,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.31746031746031755,-0.17740863787375416,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.36666666666666675,-0.1923076923076923,0.0,Dummy-RF
<built-in function iter>,-0.5,-0.2804054054054054,-0.17142857142857149,Dummy-RF
<built-in function iter>,-0.34761904761904755,-0.1515151515151516,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.36349206349206353,-0.16953316953316955,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.3563492063492065,-0.16508538899430736,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.21190476190476182,-0.2659340659340661,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.2603174603174604,-0.08770161290322576,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.30238095238095236,-0.07616892911010542,0.02857142857142858,Dummy-RF
<built-in function iter>,-0.5269841269841271,-0.22197802197802208,-0.1428571428571429,Dummy-RF
<built-in function iter>,-0.43253968253968267,-0.13157894736842102,-0.1428571428571429,Dummy-RF
<built-in function iter>,-0.29841269841269835,-0.14905814905814907,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.4563492063492064,-0.17479674796747968,-0.08571428571428563,Dummy-RF
<built-in function iter>,-0.29444444444444445,-0.1071428571428571,0.0,Dummy-RF
<built-in function iter>,-0.2936507936507937,-0.18181818181818188,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.288888888888889,-0.3060413354531002,-0.37142857142857155,Dummy-RF
<built-in function iter>,-0.29682539682539694,-0.14912280701754388,-0.1428571428571428,Dummy-RF
<built-in function iter>,-0.42857142857142866,-0.19444444444444453,-0.19999999999999996,Dummy-RF
<built-in function iter>,-0.22936507936507933,-0.1922348484848485,-0.20000000000000007,Dummy-RF
<built-in function iter>,-0.3007936507936508,-0.2138888888888888,-0.3142857142857143,Dummy-RF
<built-in function iter>,-0.36031746031746004,-0.2884250474383302,-0.20000000000000007,Dummy-RF
<built-in function iter>,-0.1142857142857141,-0.020270270270270285,0.0,Dummy-RF
<built-in function iter>,-0.2849206349206349,-0.1766644693473962,-0.11428571428571421,Dummy-RF
<built-in function iter>,-0.31587301587301586,-0.16911764705882348,-0.05714285714285716,Dummy-RF
<built-in function iter>,-0.2658730158730158,-0.1291208791208791,0.11428571428571432,Dummy-RF
<built-in function iter>,-0.199206349206349,-0.022281639928698693,0.0,Dummy-RF
<built-in function iter>,-0.3500000000000001,-0.20150375939849619,-0.1428571428571428,Dummy-RF
<built-in function iter>,-0.39841269841269833,-0.1607142857142857,0.05714285714285705,Dummy-RF
<built-in function iter>,-0.3206349206349207,-0.13333333333333341,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.2952380952380952,-0.19999999999999996,-0.19999999999999996,Dummy-RF
<built-in function iter>,-0.29999999999999993,-0.16555801921655577,0.0,Dummy-RF
<built-in function iter>,-0.20714285714285718,-0.12908496732026142,-0.08571428571428574,Dummy-RF
<built-in function iter>,-0.3238095238095239,-0.22857142857142854,-0.22857142857142854,Dummy-RF
<built-in function iter>,-0.353968253968254,-0.15135135135135136,-0.11428571428571432,Dummy-RF
<built-in function iter>,-0.30000000000000004,-0.2727272727272728,-0.1428571428571428,Dummy-RF
<built-in function iter>,-0.39285714285714274,-0.19136960600375252,0.17142857142857137,Dummy-RF
<built-in function iter>,-0.5468253968253969,-0.22762508809020432,-0.02857142857142858,Dummy-RF
<built-in function iter>,-0.4079365079365079,-0.2086466165413534,0.02857142857142858,Dummy-RF
